# Constructed from biom file
#OTU ID	SK56	SK57	SK58	SK59	SK60	SK61	SK62	SK63	SK64	SK65	SK66	SK67	SK68	SK69	SK70	SK71	SK72	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	0.0	24.0	0.0	0.0	0.0	28.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Coriobacteriaceae_UCG-002;s__	362.0	898.0	1280.0	4199.0	2523.0	1573.0	223.0	241.0	48.0	123.0	180.0	295.0	146.0	0.0	13.0	183.0	45.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__	7.0	0.0	0.0	0.0	0.0	79.0	115.0	1215.0	1571.0	1792.0	35.0	208.0	122.0	0.0	67.0	139.0	76.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus;s__	0.0	12.0	0.0	0.0	0.0	16.0	17.0	45.0	15.0	31.0	0.0	17.0	0.0	0.0	0.0	25.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	12693.0	19175.0	28890.0	1492.0	9575.0	1188.0	15500.0	471.0	755.0	2647.0	21.0	0.0	13.0	15.0	13.0	14024.0	141.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__	679.0	782.0	1022.0	1100.0	1018.0	189.0	2919.0	337.0	1685.0	248.0	734.0	555.0	226.0	15.0	29.0	8.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;s__	780.0	137.0	31.0	0.0	209.0	15.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__distasonis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.0	289.0	0.0	5.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__goldsteinii	16.0	0.0	12.0	439.0	0.0	464.0	1688.0	25.0	196.0	20.0	427.0	339.0	5.0	5.0	0.0	14.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__	0.0	0.0	5.0	0.0	9.0	18.0	0.0	17.0	0.0	0.0	17.0	0.0	211.0	552.0	1030.0	139.0	1160.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__	711.0	3021.0	3959.0	1804.0	2332.0	1356.0	550.0	337.0	905.0	748.0	179.0	884.0	167.0	160.0	150.0	917.0	335.0
