	chao1
WT1_R3TK43_d7_COLON	293.1666666666667
WT2_L1TK28_D7_COLON	311.5
WT3_L1TK41_d7_COLON	346.0
WT4_R1TK44_d7_COLON	286.0
KO1_R3L1TK43_d7_COLON	138.2
KO2_R1R3TK28_d7_COLON	270.0
KO3_L3TK40_d7_COLON	131.0
KO4_TK44L1_d7_COLON	123.0
WT1_R3TK43_d0_STOOL	263.25
WT1_R3TK43_d7_STOOL	224.0
WT2_L1TK28_d0_STOOL	340.5
WT2_L1TK28_D7_STOOL	310.0
WT3_L1TK41_d0_STOOL	291.5
WT3_L1TK41_d7_STOOL	221.0
WT4_R1TK44_d0_STOOL	328.0
WT4_R1TK44_d7_STOOL	227.0
KO1_R3L1TK43_d0_STOOL	280.0
KO1_R3L1TK43_d7_STOOL	97.0
KO2_R1R3TK28_d0_STOOL	369.3333333333333
KO2_R1R3TK28_d7_STOOL	271.0
KO3_L3TK40_d0_STOOL	238.5
KO3_L3TK40_d7_STOOL	286.6666666666667
KO4_TK44L1_d0_STOOL	271.5
KO4_TK44L1_d7_STOOL	158.5
