# Constructed from biom file
#OTU ID	SK39	SK40	SK41	SK42	SK43	SK44	SK45	SK46	SK47	SK48	SK49	SK50	SK51	SK52	SK53	SK54	SK55	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	12.0	28.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae	114.0	2569.0	931.0	2621.0	429.0	1042.0	1417.0	870.0	429.0	581.0	1093.0	233.0	508.0	18.0	29.0	504.0	155.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	0.0	0.0	0.0	0.0	0.0	0.0	18.0	44.0	0.0	6.0	27.0	0.0	0.0	0.0	0.0	0.0	7.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	1029.0	1602.0	16208.0	5833.0	5155.0	7187.0	5480.0	5113.0	1906.0	10145.0	181.0	37.0	52.0	24.0	15.0	3442.0	940.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae	0.0	384.0	0.0	0.0	15.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	36.0	1199.0	1013.0	1029.0	312.0	584.0	524.0	1369.0	2235.0	2988.0	2556.0	818.0	666.0	180.0	43.0	946.0	62.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	34.0	415.0	360.0	64.0	71.0	227.0	344.0	0.0	0.0	0.0	18.0	0.0	6.0	4.0	0.0	232.0	4.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	0.0	510.0	0.0	0.0	21.0	553.0	30.0	663.0	254.0	1753.0	1150.0	383.0	148.0	15.0	12.0	3458.0	127.0
k__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae	0.0	301.0	0.0	0.0	9.0	70.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	338.0	760.0	642.0	57.0	484.0
