	chao1
SK01	52.0
SK02	29.0
SK04	26.0
SK05	36.0
SK06	35.0
SK07	37.0
SK08	49.0
SK09	38.0
SK10	46.0
SK11	62.0
SK12	65.0
SK13	53.0
SK14	42.0
SK15	60.333333333333336
SK16	22.0
SK17	22.0
SK18	38.0
SK19	54.0
SK20	59.0
SK21	28.0
SK22	44.0
SK23	30.0
SK24	40.0
SK25	27.0
SK26	50.0
SK27	52.0
SK28	59.0
SK29	72.5
SK30	47.0
SK31	60.0
SK32	66.0
SK33	69.5
SK34	50.0
SK35	53.0
SK36	58.0
SK37	22.0
SK38	19.0
SK39	87.2
SK40	114.14285714285714
SK41	46.5
SK42	50.0
SK43	56.0
SK44	98.0
SK45	60.0
SK46	66.2
SK47	42.0
SK48	56.5
SK49	53.0
SK50	43.0
SK51	39.0
SK52	43.75
SK53	26.0
SK54	52.0
SK55	41.0
SK56	54.0
SK57	60.0
SK58	53.75
SK59	53.0
SK60	47.0
SK61	77.0
SK62	73.0
SK63	73.0
SK64	40.0
SK65	68.0
SK66	60.0
SK67	55.0
SK68	55.0
SK69	45.333333333333336
SK70	47.0
SK71	54.333333333333336
SK72	42.0
