	shannon
WT1_R3TK43_d7_COLON	5.745807077818489
WT2_L1TK28_D7_COLON	6.112169088175916
WT3_L1TK41_d7_COLON	6.675713291493657
WT4_R1TK44_d7_COLON	5.573128449098939
KO1_R3L1TK43_d7_COLON	4.372141279898218
KO2_R1R3TK28_d7_COLON	5.84210286772937
KO3_L3TK40_d7_COLON	3.4767245117644037
KO4_TK44L1_d7_COLON	3.492396379162019
WT1_R3TK43_d0_STOOL	4.971389205598603
WT1_R3TK43_d7_STOOL	5.1497447307357564
WT2_L1TK28_d0_STOOL	6.223826324377709
WT2_L1TK28_D7_STOOL	6.2812407730251305
WT3_L1TK41_d0_STOOL	4.921477985573529
WT3_L1TK41_d7_STOOL	5.152887231974881
WT4_R1TK44_d0_STOOL	6.345040331840359
WT4_R1TK44_d7_STOOL	4.675976926680703
KO1_R3L1TK43_d0_STOOL	5.967127802200406
KO1_R3L1TK43_d7_STOOL	2.9143354215667534
KO2_R1R3TK28_d0_STOOL	6.454839480651845
KO2_R1R3TK28_d7_STOOL	5.786605814236109
KO3_L3TK40_d0_STOOL	5.316016232171931
KO3_L3TK40_d7_STOOL	5.899916039452195
KO4_TK44L1_d0_STOOL	6.566533334834472
KO4_TK44L1_d7_STOOL	4.91519179562683
