	S191030.5.0	S191030.3.1	S190905.4.2	S190905.4.0	S191030.4.2	S191126.3.3	S190905.4.3	S190905.5.0	S191126.4.2	S191126.3.2	S191030.5.3	S191030.4.3	S191030.4.0	S191126.3.1	S191002.4.2	S191126.5.1	S191030.3.2	S191003.5.1	S191002.3.3	S190905.3.3	S191126.5.0	S190905.5.1	S191126.5.2	S191030.3.3	S191030.4.1	S191002.3.2	S190905.5.3	S191003.5.0	S191126.3.0	S191003.4.0	S191002.5.3	S191030.5.2	S190905.3.0	S191003.5.2	S191126.5.3	S191002.4.1	S191030.5.1	S191002.4.3	S190905.3.1	S191126.4.1	S191030.3.0	S191002.3.1	S190905.4.1	S190905.3.2	S190905.5.2	S191126.4.0
S191030.5.3	0.2951219532317498	0.7333440361153373	2.7415140764112995	2.7382224957210566	2.9358625183235607	0.48327903712648207	2.4404813996879455	2.616612038333811	3.0969346233185173	0.6423136990850149	0.0	2.5901655283425122	2.6507688045062068	0.8015565394398928	2.6281219536837868	0.6052836570003479	0.4795609812153574	1.6446190061612451	1.574916848668421	2.769697883986962	0.3123792810292405	2.838894714372424	0.1303183037155492	0.1698356489028232	3.1810490128549143	1.3099999489611327	2.560259177246726	1.8299569917055034	0.7316391869421148	2.445717768075615	1.2472128022802302	0.28659004326596904	2.4530473225447174	0.8999903946475976	0.24724530883209384	3.321726477373398	0.8222426723345253	2.920960510371067	2.7013977913581044	3.6276800559459157	0.37861934865881836	0.9875427543398086	2.6796783674512095	2.7752290948829703	2.867638008422613	3.046187492959079
S191030.4.3	2.3939044038566784	1.8658210872834797	2.1532839353141324	2.5300243772928295	0.3628818951603406	2.1392718712495973	2.620751575746907	2.4034125308715644	0.5483416024108366	1.9690620162411236	2.5901655283425122	0.0	0.13246065234118518	1.8364658173398964	0.1663996944196664	2.0466071054961845	2.2731389084281277	0.9502735501919436	1.1377882588901278	2.3714620840811187	2.3249309222840386	2.241508111294899	2.4768677858372983	2.4244226658498764	0.5915483573256785	1.322084440204019	2.47247234771834	1.044852486761555	1.8930089390212022	0.4432508081744044	1.3597648653198138	2.3933855691952965	2.2806205618219972	1.9219637529920983	2.5264100135964602	0.8498634008676944	1.9716711326943337	0.5473218669624147	2.482021810141769	1.0908546199361244	2.2629035021656625	1.7028356528118151	2.3617340171910333	2.7435010439792253	2.5884734001467327	0.5287307644611032
S191030.4.0	2.4499188948083614	1.9262190687789054	2.124030674146459	2.507419662391089	0.3190911943429167	2.1970603568615004	2.6135647480833555	2.3748884216493256	0.5115077182722546	2.0326322596473894	2.6507688045062068	0.13246065234118518	0.0	1.885117510688608	0.23324764659392022	2.103881579590554	2.332090911569249	1.0067890664396328	1.2173025557597608	2.3349042104302975	2.382556968970592	2.206298477569078	2.5374252949626395	2.4856698339664627	0.5401003823546476	1.386357985181591	2.4445357398326713	1.073432755514905	1.9495767771697765	0.46415719902573344	1.4292364471858627	2.453994039240514	2.2635187697397168	1.9766564205095323	2.5856067564165564	0.8015675823582965	2.026149483842025	0.5443688618014815	2.4591596501918023	1.0114058494594962	2.31794265824801	1.7566583486260934	2.335236216894236	2.721615934023303	2.5572511878198054	0.46799686101503285
S191126.3.1	0.6470936818955596	0.18673251191114132	2.1286631705744155	2.2227897875046785	2.183615275686615	0.34321255358882385	2.0153885682141945	2.075903890277523	2.354285699454814	0.3735617072424867	0.8015565394398928	1.8364658173398964	1.885117510688608	0.0	1.8911766853359886	0.2755155813737926	0.5105789639172912	0.8954905955685231	0.9681782793740538	2.1944856527010264	0.5758660229996816	2.2292484088460314	0.6846798281549811	0.6422516567328621	2.4211593250541137	0.5795562296071377	2.0456512711893096	1.0559227144056733	0.3169148153783305	1.7252525030942718	0.5967522331462635	0.6741365681503548	1.912516464985627	0.41483260560426116	0.7942862212478558	2.5903811046045644	0.5907279660740965	2.206677215923146	2.177914324669974	2.8661882216314902	0.5084884994563648	0.4830364501744305	2.1237966803598916	2.3128093130841108	2.339093933868588	2.297559511449362
S191002.4.2	2.422255414398817	1.9138672140759951	2.3162483361113133	2.690243747148634	0.32485265769225197	2.189975345946807	2.774162337589705	2.560219462799734	0.47403532358045336	1.9969064942232706	2.6281219536837868	0.1663996944196664	0.23324764659392022	1.8911766853359886	0.0	2.10403085140102	2.3342519978396155	0.9960139695465248	1.1245595207892478	2.5304349289447816	2.3555193774152463	2.404144576594915	2.5189511794042674	2.464650699741341	0.5860443620845364	1.3892762949293949	2.626425451111408	1.1701826668869433	1.9210013126631131	0.34986450479302733	1.3852441539231712	2.4189584868182243	2.4372338040012584	2.0021029384621065	2.5508415256001102	0.7504769261183079	1.9772291848022383	0.40115239262649666	2.6418648221787584	1.0462628808183052	2.294922467511925	1.7162051960812768	2.5216325586500723	2.9018830528107946	2.7489024834977087	0.4564235787376897
S191126.5.1	0.5461795183284688	0.21977661720196828	2.210468445232312	2.26477916071526	2.4007363567462896	0.12915056429941105	2.016431222478535	2.138507813269621	2.572927598993547	0.38518371395284207	0.6052836570003479	2.0466071054961845	2.103881579590554	0.2755155813737926	2.10403085140102	0.0	0.24350093904766465	1.1152831833101078	1.1536481551781268	2.2737015096696065	0.46840122503908005	2.3144724920988202	0.47664378853146394	0.4424771630722159	2.633327116768112	0.7370707417655887	2.102545200246281	1.2279483914557043	0.42762581667902233	1.9571361064484218	0.7797542225039006	0.5575102449655007	1.9633112768991277	0.3347167645294863	0.6687449364278661	2.8194356345381753	0.6983508888004039	2.4288772858263434	2.223720633766361	3.098384933767501	0.4305803910920096	0.6715964187872763	2.1853390598833298	2.3381744692588953	2.39387589049467	2.5244780629073813
S191030.3.2	0.5461213702217567	0.453445127211692	2.287806824280298	2.299408242822471	2.6299434457390194	0.22305382212627167	2.015268508803299	2.1873494701686806	2.80391333340333	0.5551531826295039	0.4795609812153574	2.2731389084281277	2.332090911569249	0.5105789639172912	2.3342519978396155	0.24350093904766465	0.0	1.3512506534848423	1.382319703304436	2.337013556999156	0.4846764962985567	2.3905807647214488	0.3558138368846183	0.35028673430587726	2.85807666945009	0.9538378083769595	2.1424831574995222	1.4201328573249057	0.6274263654612673	2.196315381975741	1.0124288018867045	0.5530389988829304	2.010282887166575	0.4357183878921715	0.6288222181524533	3.0555605972713797	0.8647644735909215	2.6644198987932604	2.2620789548055353	3.3312652694516522	0.4805330556140832	0.8898299164613447	2.2382472100072532	2.3522169832142987	2.4351462678428515	2.758217852460375
S191003.5.1	1.4465022002772818	0.9257307792656124	2.025963357712997	2.283285588771511	1.2939777414326763	1.1989594635802552	2.2272569719256285	2.1337676209014127	1.4613769996579185	1.0282692235174824	1.6446190061612451	0.9502735501919436	1.0067890664396328	0.8954905955685231	0.9960139695465248	1.1152831833101078	1.3512506534848423	0.0	0.4305826353320202	2.1796460587580455	1.377226121373148	2.1297214087716196	1.5329496329844214	1.4803573875940053	1.5388488046416005	0.4495754747857578	2.1562612235718293	0.6031721123725745	0.9474278988085523	0.8532503197424823	0.44241996449888576	1.4496758991101664	1.978035192350195	1.0516735770501184	1.5822089968275346	1.7046847543786245	1.0601665236712123	1.3198195973270652	2.232862494947649	1.990467195085817	1.3139135202525771	0.7824372353495148	2.137001850714331	2.4480126516431016	2.3765683754652263	1.4105372305493213
S191002.3.3	1.3586163108771414	0.935924033479199	2.4416129653466423	2.683613542763072	1.4465280728767238	1.2026356608087825	2.597325207101068	2.5393416831371245	1.5802749330264803	0.9347515031545928	1.574916848668421	1.1377882588901278	1.2173025557597608	0.9681782793740538	1.1245595207892478	1.1536481551781268	1.382319703304436	0.4305826353320202	0.0	2.5954372736415268	1.2956704273509685	2.548673886192173	1.4813512887901255	1.4224321639726292	1.708533139367437	0.6478621174936966	2.5558433367099096	1.011741087815638	0.8784318492836239	0.9307408568950921	0.3797810816141407	1.341082089572881	2.3750190551158825	1.192938447058063	1.4702152271525002	1.786556318346991	0.9024625079653552	1.371797949185523	2.634136236639381	2.1362014856128138	1.2461489215299026	0.6696882784650928	2.5447284641258694	2.840365580141419	2.7849061994919913	1.5412896297160261
S190905.3.3	2.741946767261699	2.315186069527411	0.3202830117649129	0.3134726173111579	2.589311414272213	2.3839369772103134	0.6535652144379814	0.1987488552672067	2.768310688439536	2.5614316424139023	2.769697883986962	2.3714620840811187	2.3349042104302975	2.1944856527010264	2.5304349289447816	2.2737015096696065	2.337013556999156	2.1796460587580455	2.5954372736415268	0.0	2.686626470052203	0.24807845325481087	2.6582946511080205	2.652922342639965	2.6353860697194023	2.0604394121488325	0.31390836830034274	1.6143272018203412	2.5010875851969923	2.5968089333854905	2.3849551708975727	2.7902397886466175	0.37679859076421024	1.9860892658918008	2.8746757157944436	3.02966353470658	2.7408499475224106	2.872863104589364	0.2821183679139924	2.99550808077614	2.628247156776413	2.5464208346250365	0.18485481303838103	0.4794880119116687	0.24970416070721185	2.7185246058231285
S191126.5.0	0.08573711091811485	0.5168390986179099	2.6458987280535875	2.6871911412801794	2.6633693445321827	0.3441938455413643	2.4262982054274507	2.5487826710457573	2.820097105597824	0.37019991843127414	0.3123792810292405	2.3249309222840386	2.382556968970592	0.5758660229996816	2.3555193774152463	0.46840122503908005	0.4846764962985567	1.377226121373148	1.2956704273509685	2.686626470052203	0.0	2.7437830845172204	0.26538392266417316	0.2184424705423898	2.914311069923223	1.0890305044719386	2.5009067201457404	1.6235446707563699	0.437443249769286	2.156492876266262	0.9790094179229653	0.10708625535371416	2.3883862694237994	0.8022250947486937	0.21895381153230298	3.0342855043966352	0.5150770575130541	2.6353840257756485	2.646227426185866	3.3452793845519633	0.08080613091097386	0.6816714132673661	2.6088262111839686	2.7457172043633795	2.8089035573095833	2.765106032513376
S190905.5.1	2.8044723177191186	2.3394684892559354	0.13244176252475018	0.4160343042032609	2.4471713538787627	2.4310639836185968	0.7816361020142111	0.39427832489402226	2.623257649946802	2.5890645425027823	2.838894714372424	2.241508111294899	2.206298477569078	2.2292484088460314	2.404144576594915	2.3144724920988202	2.3905807647214488	2.1297214087716196	2.548673886192173	0.24807845325481087	2.7437830845172204	0.0	2.7220692734430134	2.712628971327228	2.475899608608464	2.031093957462153	0.5308402121442741	1.5452597753209674	2.530841127463179	2.5005755105778085	2.3627857631548124	2.8466094090764154	0.4571734596349621	2.0140120900039076	2.9395336604462594	2.8905358893912636	2.7729851597544743	2.7462702635232032	0.38870370934310683	2.84356411808479	2.684977829813262	2.5623281959436963	0.2774245635091963	0.6349086993720048	0.3924562620291966	2.5822893977622723
S191126.5.2	0.28354569365498056	0.6138311993896443	2.6230744455323443	2.628816536206553	2.8250428326255146	0.3571106038359486	2.3380013307651977	2.5076339319040652	2.9886480397057116	0.5514814830905872	0.1303183037155492	2.4768677858372983	2.5374252949626395	0.6846798281549811	2.5189511794042674	0.47664378853146394	0.3558138368846183	1.5329496329844214	1.4813512887901255	2.6582946511080205	0.26538392266417316	2.7220692734430134	0.0	0.06057930196718534	3.067482319701582	1.1873665303601846	2.4550258230975635	1.7031624998629105	0.6421117837153076	2.3447090094511838	1.142736962307904	0.27832788873521763	2.340759177229514	0.7707311175675072	0.3005572793033194	3.218919827296507	0.7722310969623075	2.8193608866817788	2.591369368904864	3.519653257305573	0.31731843471060794	0.9071132757339817	2.567327770813093	2.672212643525145	2.7591711987624103	2.938902313955417
S191030.3.3	0.25017842179641914	0.5648753768449393	2.6127122843673267	2.6284247924602426	2.7717472281508932	0.3191048348960494	2.3446458081639383	2.505288950865406	2.934298990058055	0.4921028182622877	0.1698356489028232	2.4244226658498764	2.4856698339664627	0.6422516567328621	2.464650699741341	0.4424771630722159	0.35028673430587726	1.4803573875940053	1.4224321639726292	2.652922342639965	0.2184424705423898	2.712628971327228	0.06057930196718534	0.0	3.01531328264605	1.1403825385313944	2.455222207495038	1.6643456990068457	0.585635974694787	2.2888048288979688	1.0862940149236802	0.23804410888805017	2.337373496865475	0.7484462248345223	0.2860410738754317	3.1633133759664465	0.7171459742905535	2.762921074266456	2.590206453460607	3.4665142664727355	0.27005982274228735	0.8499987185374179	2.563177170093456	2.6769911376550124	2.7582610746419642	2.8847772935110703
S191030.4.1	2.9822442813765693	2.4557414756318225	2.4053179466771213	2.8190476598385126	0.27380870854446093	2.728015437995355	2.9801403036347165	2.7063737009603757	0.2533077550870689	2.55949162155592	3.1810490128549143	0.5915483573256785	0.5401003823546476	2.4211593250541137	0.5860443620845364	2.633327116768112	2.85807666945009	1.5388488046416005	1.708533139367437	2.6353860697194023	2.914311069923223	2.475899608608464	3.067482319701582	3.01531328264605	0.0	1.906478075143427	2.7929991055356385	1.5612961202163513	2.481018241724138	0.8692495778431328	1.9498801060398063	2.982908537844701	2.611785667752183	2.494477973158802	3.1152718604969065	0.5004276903312399	2.549184759679624	0.5562788224756943	2.7745578441426004	0.570235371909705	2.8513531454914065	2.283672687635901	2.647630286212517	3.0455308665386944	2.8529137226518624	0.32003959140259663
S191002.3.2	1.168697822947567	0.5801509899907294	1.9179235592235455	2.1080340815331176	1.6814498607256703	0.840825496315578	1.981296012077276	1.9785912349444674	1.857855684147349	0.759027282192232	1.3099999489611327	1.322084440204019	1.386357985181591	0.5795562296071377	1.3892762949293949	0.7370707417655887	0.9538378083769595	0.4495754747857578	0.6478621174936966	2.0604394121488325	1.0890305044719386	2.031093957462153	1.1873665303601846	1.1403825385313944	1.906478075143427	0.0	1.987808076045676	0.6009386301216441	0.7169299059177815	1.2919830199957236	0.36348530121889877	1.1672555228899062	1.797001813856324	0.6244093364325087	1.3018205050764982	2.123299895752861	0.9329378461387571	1.7387747136748517	2.060909407187424	2.3928830305883833	1.0331361070874672	0.6862313649793522	1.987077536535937	2.24954900186387	2.2253653211337507	1.8187934322212762
S190905.5.3	2.551415093524925	2.168783440772493	0.547845825511957	0.3233944213788831	2.7194004769087483	2.2054177329949507	0.43354924425716274	0.13951366021913195	2.9050154924872738	2.4123989246590756	2.560259177246726	2.47247234771834	2.4445357398326713	2.0456512711893096	2.626425451111408	2.102545200246281	2.1424831574995222	2.1562612235718293	2.5558433367099096	0.31390836830034274	2.5009067201457404	0.5308402121442741	2.4550258230975635	2.455222207495038	2.7929991055356385	1.987808076045676	0.0	1.6168275245993933	2.3578088392202834	2.6611945910712547	2.3082676428377007	2.6031711085148297	0.2964051846926134	1.8263295181473262	2.677752160655471	3.170278364284884	2.6015313154818642	2.9799560288862903	0.2926510434976407	3.1719230582732476	2.4461788401846465	2.430297209926547	0.29217863506372926	0.36843514323181614	0.3474838124460412	2.85064646574685
S191003.5.0	1.6987387902754973	1.1214809645582686	1.436028639165027	1.7093826185583982	1.3861643679493274	1.3467041438730722	1.6898920907829644	1.576982374358451	1.5812799730856162	1.3271981654484362	1.8299569917055034	1.044852486761555	1.073432755514905	1.0559227144056733	1.1701826668869433	1.2279483914557043	1.4201328573249057	0.6031721123725745	1.011741087815638	1.6143272018203412	1.6235446707563699	1.5452597753209674	1.7031624998629105	1.6643456990068457	1.5612961202163513	0.6009386301216441	1.6168275245993933	0.0	1.260889083599521	1.1732878833172722	0.8888234605314911	1.7142411564185538	1.413631524264807	1.0056072989028437	1.8421580267040918	1.871540962138806	1.465047311743488	1.5564444771088106	1.6598710674954047	2.0497364083295326	1.5594467791312188	1.200993179074248	1.5623611731795974	1.8891811916413654	1.8052968751235976	1.5390795435926448
S191126.3.0	0.5015907965657023	0.27562692791925103	2.429802292189753	2.5367428817949036	2.22811229895548	0.4060662000328697	2.3322007237135702	2.387174534693908	2.383860747588284	0.14587825326301238	0.7316391869421148	1.8930089390212022	1.9495767771697765	0.3169148153783305	1.9210013126631131	0.42762581667902233	0.6274263654612673	0.9474278988085523	0.8784318492836239	2.5010875851969923	0.437443249769286	2.530841127463179	0.6421117837153076	0.585635974694787	2.481018241724138	0.7169299059177815	2.3578088392202834	1.260889083599521	0.0	1.719880570528082	0.5574675129657781	0.5080899712521904	2.2253435096479035	0.6823010587019738	0.6368483904101269	2.597555900028237	0.2893926618233657	2.200197734012114	2.4913611066507326	2.90829183693734	0.37572449402096547	0.2714031351438252	2.4342060563581214	2.6290244918976957	2.651301987618575	2.327866663656777
S191003.4.0	2.216020826647586	1.756720664034239	2.41477095903578	2.76412542687717	0.5962985553182673	2.0295011116190533	2.8176253880847	2.6115238317837024	0.7026294440957743	1.8084254845915582	2.445717768075615	0.4432508081744044	0.46415719902573344	1.7252525030942718	0.34986450479302733	1.9571361064484218	2.196315381975741	0.8532503197424823	0.9307408568950921	2.5968089333854905	2.156492876266262	2.5005755105778085	2.3447090094511838	2.2888048288979688	0.8692495778431328	1.2919830199957236	2.6611945910712547	1.1732878833172722	1.719880570528082	0.0	1.2161747989036455	2.216947702692917	2.4930802290653693	1.903029077504634	2.343386227434842	0.8780517942151779	1.7378217484461622	0.4954933777290448	2.713360182651227	1.216090461354873	2.0939829722708785	1.4897312007629255	2.5935120728010914	2.961881216654568	2.82223595550217	0.634952087672905
S191002.5.3	1.049933911540451	0.5651228351675038	2.25419454021728	2.4480607281208777	1.6989506889402888	0.8387349791716359	2.318237542554417	2.305528436666162	1.8546934401877888	0.6138591220764273	1.2472128022802302	1.3597648653198138	1.4292364471858627	0.5967522331462635	1.3852441539231712	0.7797542225039006	1.0124288018867045	0.44241996449888576	0.3797810816141407	2.3849551708975727	0.9790094179229653	2.3627857631548124	1.142736962307904	1.0862940149236802	1.9498801060398063	0.36348530121889877	2.3082676428377007	0.8888234605314911	0.5574675129657781	1.2161747989036455	0.0	1.0394698513342386	2.134577483420326	0.821188772477231	1.1740720089450978	2.084318132771587	0.679246106140834	1.6798978704622274	2.399874994860477	2.4003319050231107	0.925026619592245	0.4219857074876698	2.3225971814534296	2.5851599767599214	2.558706861875052	1.8102679077673665
S191030.5.2	0.09466848851946608	0.5998808659042442	2.747884804613743	2.787122824944542	2.7299271167029677	0.43227550929725256	2.521784697649759	2.6512646302793597	2.8834544652318317	0.42761262311808634	0.28659004326596904	2.3933855691952965	2.453994039240514	0.6741365681503548	2.4189584868182243	0.5575102449655007	0.5530389988829304	1.4496758991101664	1.341082089572881	2.7902397886466175	0.10708625535371416	2.8466094090764154	0.27832788873521763	0.23804410888805017	2.982908537844701	1.1672555228899062	2.6031711085148297	1.7142411564185538	0.5080899712521904	2.216947702692917	1.0394698513342386	0.0	2.489208569331735	0.8902836865100436	0.1373182311059016	3.094243808280572	0.5448488355865136	2.692084812005864	2.7465771934459906	3.4131500782097692	0.1819695111823072	0.7379669637954207	2.710588441293507	2.84416501370119	2.9104022823707174	2.830233532325193
