	chao1
S190905.5.1	199.8
S190905.5.2	163.85714285714286
S190905.5.3	107.5
S191002.3.1	203.92857142857142
S191002.3.2	200.0
S191002.3.3	230.21428571428572
S191003.4.0	194.5
S191002.4.1	138.0
S191002.4.2	153.0
S191002.4.3	183.71428571428572
S190905.3.0	123.66666666666667
S191003.5.0	112.0
S191003.5.1	171.625
S191003.5.2	200.375
S191002.5.3	221.0
S191030.3.0	176.9090909090909
S191030.3.1	146.11111111111111
S191030.3.2	195.14285714285714
S191030.3.3	210.5
S191030.4.0	111.0
S191030.4.1	169.11111111111111
S190905.3.1	228.0
S191030.4.2	173.0
S191030.4.3	205.64705882352942
S191030.5.0	229.0
S191030.5.1	171.9090909090909
S191030.5.2	229.0
S191030.5.3	215.5
S191126.3.0	139.16666666666666
S191126.3.1	224.9090909090909
S191126.3.2	202.5
S191126.3.3	207.11111111111111
S190905.3.2	243.27272727272728
S191126.4.0	218.71428571428572
S191126.4.1	150.0
S191126.4.2	231.35294117647058
S191126.5.0	275.7
S191126.5.1	160.11111111111111
S191126.5.2	246.875
S191126.5.3	240.27272727272728
S191127.3.0.c	255.07692307692307
S191127.3.1.c	279.8
S191127.3.2.c	175.25
S190905.3.3	123.0
S191127.3.3.c	184.6
S191127.4.0.c	184.0
S191127.4.1.c	98.0
S191127.4.2.c	138.0
S191127.5.0.c	230.5
S191127.5.1.c	215.0
S191127.5.2.c	230.05882352941177
S191127.5.3.c	168.5
S190905.4.0	225.66666666666666
S190905.4.1	206.05882352941177
S190905.4.2	237.54545454545456
S190905.4.3	263.88235294117646
S190905.5.0	138.6
