	shannon
S190905.5.1	6.765030590270712
S190905.5.2	6.500324939993448
S190905.5.3	6.022527149403653
S191002.3.1	6.693578260890927
S191002.3.2	6.720329345008705
S191002.3.3	7.002582969026304
S191003.4.0	6.733886738674306
S191002.4.1	6.234869038865252
S191002.4.2	6.333092165365207
S191002.4.3	6.5734932734213
S190905.3.0	5.985260910567502
S191003.5.0	6.152522385732656
S191003.5.1	6.617491389303173
S191003.5.2	7.067774004747316
S191002.5.3	6.8930230284070255
S191030.3.0	6.688950595461267
S191030.3.1	6.218500796408196
S191030.3.2	6.8109206323649785
S191030.3.3	6.926082669494158
S191030.4.0	5.9158389050194335
S191030.4.1	6.640817285285736
S190905.3.1	6.825053891971057
S191030.4.2	6.77224758545733
S191030.4.3	6.882185566166745
S191030.5.0	6.9649117766823805
S191030.5.1	6.646207623576638
S191030.5.2	6.8349351807907395
S191030.5.3	6.933878804408477
S191126.3.0	6.330428444965076
S191126.3.1	6.693744758552938
S191126.3.2	6.7880988136152505
S191126.3.3	6.959727946943307
S190905.3.2	6.7350923547394235
S191126.4.0	6.955680510037574
S191126.4.1	6.457516673832962
S191126.4.2	6.953611870158409
S191126.5.0	7.012068728024084
S191126.5.1	6.423067217704086
S191126.5.2	6.9902453670409574
S191126.5.3	6.855068223900659
S191127.3.0.c	7.139492674538584
S191127.3.1.c	7.043777515014084
S191127.3.2.c	6.4388459780155705
S190905.3.3	6.105058573528904
S191127.3.3.c	6.41889054182233
S191127.4.0.c	6.860736033111459
S191127.4.1.c	5.894347051916332
S191127.4.2.c	6.369622291561294
S191127.5.0.c	6.6146920024389395
S191127.5.1.c	6.803197929480241
S191127.5.2.c	6.82891111083392
S191127.5.3.c	6.504547179390018
S190905.4.0	6.737821947343952
S190905.4.1	6.60056293634936
S190905.4.2	6.7236904729897935
S190905.4.3	6.9763395621925435
S190905.5.0	6.324561908402587
