	pielou_e
S191127.3.1.c	0.7540533296547167
S191030.5.0	0.5080411206631207
S191030.3.1	0.5506348235307016
S190905.4.2	0.6907993187635694
S190905.4.0	0.6781677498612058
S191030.4.2	0.42844190729708714
S191126.3.3	0.5376314633772855
S190905.4.3	0.6668299224303473
S190905.5.0	0.7384680968389625
S191126.4.2	0.5037188030727103
S191126.3.2	0.5470222632797749
S191030.5.3	0.46141198239241804
S191127.5.1.c	0.5579652601414443
S191030.4.3	0.4212140417651405
S191030.4.0	0.4269208631632446
S191126.3.1	0.7570133747593585
S191002.4.2	0.41850485999958037
S191126.5.1	0.6203751214356197
S191030.3.2	0.4744318268367829
S191003.5.1	0.40703212556680884
S191127.4.0.c	0.5172700567415279
S191002.3.3	0.47427169790578144
S191127.3.0.c	0.5285357658617749
S191127.5.2.c	0.6372910811219876
S190905.3.3	0.7567799272465061
S191126.5.0	0.6411068614578186
S190905.5.1	0.6716678247381197
S191126.5.2	0.5756736261460935
S191030.3.3	0.49454744720155774
S191030.4.1	0.4898252812736917
S191002.3.2	0.4622734485403779
S190905.5.3	0.7151673478399593
S191003.5.0	0.431724808435211
S191126.3.0	0.6164355104578269
S191003.4.0	0.4193585759278717
S191127.5.0.c	0.5677150278556811
S191127.4.1.c	0.4331448154014258
S191127.3.2.c	0.6597597290408973
S191002.5.3	0.4544333317640182
S191030.5.2	0.523356975241407
S190905.3.0	0.5826522473938648
S191003.5.2	0.46927199566167105
S191126.5.3	0.6018812411098499
S191002.4.1	0.38354494836908865
S191030.5.1	0.5569652942188364
S191002.4.3	0.4128039672322919
S190905.3.1	0.6481990286727914
S191127.4.2.c	0.3838040913745894
S191126.4.1	0.4783939113239695
S191127.5.3.c	0.5893449914372767
S191030.3.0	0.4541539908199106
S191002.3.1	0.49482559951938354
S190905.4.1	0.6521778469447741
S190905.3.2	0.7202927416041307
S190905.5.2	0.715447041794447
S191126.4.0	0.48286772204392403
S191127.3.3.c	0.866051489404525
