	WT1_R3TK43_d7_COLON	WT2_L1TK28_D7_COLON	WT3_L1TK41_d7_COLON	WT4_R1TK44_d7_COLON	KO1_R3L1TK43_d7_COLON	KO2_R1R3TK28_d7_COLON	KO3_L3TK40_d7_COLON	KO4_TK44L1_d7_COLON
WT1_R3TK43_d7_COLON	0.0	0.05170207277053329	1.1155000903962276	0.3491767973547893	2.3205061095551733	3.227070957152871	2.3290421384903577	2.009225587192281
WT2_L1TK28_D7_COLON	0.05170207277053329	0.0	1.1198648576297132	0.378263247067092	2.274108909095207	3.2242082901517977	2.2822565047887515	1.9579719879140414
WT3_L1TK41_d7_COLON	1.1155000903962276	1.1198648576297132	0.0	0.9604876181695073	2.159636728489388	2.194200918089251	2.1847585223583876	2.2388915575045227
WT4_R1TK44_d7_COLON	0.3491767973547893	0.378263247067092	0.9604876181695073	0.0	2.430373391341593	3.1428169466722298	2.435515727121032	2.196223744339225
KO1_R3L1TK43_d7_COLON	2.3205061095551733	2.274108909095207	2.159636728489388	2.430373391341593	0.0	2.927532833217256	0.08377510475884746	0.7738007250468009
KO2_R1R3TK28_d7_COLON	3.227070957152871	3.2242082901517977	2.194200918089251	3.1428169466722298	2.927532833217256	0.0	2.986639190001536	3.4586616870954345
KO3_L3TK40_d7_COLON	2.3290421384903577	2.2822565047887515	2.1847585223583876	2.435515727121032	0.08377510475884746	2.986639190001536	0.0	0.7536381199933259
KO4_TK44L1_d7_COLON	2.009225587192281	1.9579719879140414	2.2388915575045227	2.196223744339225	0.7738007250468009	3.4586616870954345	0.7536381199933259	0.0
