	SK39	SK40	SK41	SK42	SK43	SK44	SK45	SK46	SK47	SK48	SK49	SK50	SK51	SK52	SK53	SK54	SK55
SK39	0.0	1.8510839440116444	1.558832005005479	1.9840376879584845	1.3223973746814754	2.0565445783685345	1.5582631786364844	3.188887486163315	3.426459542618629	3.5396303623302607	2.1789335083099264	1.8834059107082326	2.0514351989626927	1.641451802993648	1.1440320177171368	2.2467552638021195	1.4812866407750318
SK40	1.8510839440116444	0.0	0.4055070497337804	0.5313112577101776	0.7402055352875254	0.3053361746757425	0.48345530894880046	2.0100956604242746	2.267074059101165	2.497623900461966	2.1043303136176537	2.2475537070421696	2.4576970579342974	2.9978295399261112	2.4396654186940117	1.872794035192957	1.9094390908680392
SK41	1.558832005005479	0.4055070497337804	0.0	0.6900164753575784	0.5985337415478907	0.6948859538131292	0.464747215627933	2.1184789873038463	2.3605578861748033	2.552566457000871	1.9745468504087387	2.052293653314034	2.289543714692672	2.7039075985270986	2.131022925917195	1.8004558256192422	1.6853221137425647
SK42	1.9840376879584845	0.5313112577101776	0.6900164753575784	0.0	0.6727644462545648	0.6982645442727009	0.4391865786773012	2.4827081654240923	2.727894836639681	2.964008845281975	2.609316323845382	2.7136731245567303	2.9330649137123133	3.324580830446502	2.749930836820859	2.3941806215860475	2.346905619002511
SK43	1.3223973746814754	0.7402055352875254	0.5985337415478907	0.6727644462545648	0.0	0.9787157112121126	0.28091813157329765	2.6605433515579264	2.917363050638128	3.118313508461212	2.372781067818205	2.3572855002407813	2.5713172624407172	2.7590838440862218	2.1886130649401037	2.235854224833671	1.9486138691736783
SK44	2.0565445783685345	0.3053361746757425	0.6948859538131292	0.6982645442727009	0.9787157112121126	0.0	0.7196205884287914	1.8826868707400248	2.150302321894902	2.4041664420182656	2.124457242714695	2.314312786526897	2.4996444246832037	3.1464988552921964	2.6073422301313753	1.8569778569624853	2.0072604830318013
SK45	1.5582631786364844	0.48345530894880046	0.464747215627933	0.4391865786773012	0.28091813157329765	0.7196205884287914	0.0	2.464303921094549	2.721750777167547	2.937786050966302	2.335911875801283	2.3807071025185915	2.5944324510294425	2.9123479283915943	2.341615749906717	2.1599783399030863	1.9925801913768768
SK46	3.188887486163315	2.0100956604242746	2.1184789873038463	2.4827081654240923	2.6605433515579264	1.8826868707400248	2.464303921094549	0.0	0.2942027125100079	0.5707787314947361	1.5702929693796237	2.062657501869378	2.165333866280328	3.384594234919528	3.0245331800627246	1.2466229999450151	2.1058438657860603
SK47	3.426459542618629	2.267074059101165	2.3605578861748033	2.727894836639681	2.917363050638128	2.150302321894902	2.721750777167547	0.2942027125100079	0.0	0.3155481675068612	1.7132362538315271	2.2124749353378683	2.3102823189961486	3.543136494191765	3.2041264732052492	1.422300941110451	2.2917095262862106
SK48	3.5396303623302607	2.497623900461966	2.552566457000871	2.964008845281975	3.118313508461212	2.4041664420182656	2.937786050966302	0.5707787314947361	0.3155481675068612	0.0	1.6998533878253221	2.195842483002876	2.285429545744075	3.524232779123359	3.2203289441648373	1.4589055083730014	2.3230528139065223
SK49	2.1789335083099264	2.1043303136176537	1.9745468504087387	2.609316323845382	2.372781067818205	2.124457242714695	2.335911875801283	1.5702929693796237	1.7132362538315271	1.6998533878253221	0.0	0.5074317415460523	0.6180825059178767	1.8566313967755834	1.6074909893286906	0.3656449120309692	0.7294568966353224
SK50	1.8834059107082326	2.2475537070421696	2.052293653314034	2.7136731245567303	2.3572855002407813	2.314312786526897	2.3807071025185915	2.062657501869378	2.2124749353378683	2.195842483002876	0.5074317415460523	0.0	0.3030861810392403	1.3497683685652992	1.1425639733560407	0.8302025056768848	0.430070639720304
SK51	2.0514351989626927	2.4576970579342974	2.289543714692672	2.9330649137123133	2.5713172624407172	2.4996444246832037	2.5944324510294425	2.165333866280328	2.3102823189961486	2.285429545744075	0.6180825059178767	0.3030861810392403	0.0	1.3682039768238512	1.2696374287988474	0.9382154447628003	0.6702442015359666
SK52	1.641451802993648	2.9978295399261112	2.7039075985270986	3.324580830446502	2.7590838440862218	3.1464988552921964	2.9123479283915943	3.384594234919528	3.543136494191765	3.524232779123359	1.8566313967755834	1.3497683685652992	1.3682039768238512	0.0	0.5856720082668653	2.1578618100350844	1.3119467810357266
SK53	1.1440320177171368	2.4396654186940117	2.131022925917195	2.749930836820859	2.1886130649401037	2.6073422301313753	2.341615749906717	3.0245331800627246	3.2041264732052492	3.2203289441648373	1.6074909893286906	1.1425639733560407	1.2696374287988474	0.5856720082668653	0.0	1.8493385371682258	0.9332845124521458
SK54	2.2467552638021195	1.872794035192957	1.8004558256192422	2.3941806215860475	2.235854224833671	1.8569778569624853	2.1599783399030863	1.2466229999450151	1.422300941110451	1.4589055083730014	0.3656449120309692	0.8302025056768848	0.9382154447628003	2.1578618100350844	1.8493385371682258	0.0	0.9205478232225355
SK55	1.4812866407750318	1.9094390908680392	1.6853221137425647	2.346905619002511	1.9486138691736783	2.0072604830318013	1.9925801913768768	2.1058438657860603	2.2917095262862106	2.3230528139065223	0.7294568966353224	0.430070639720304	0.6702442015359666	1.3119467810357266	0.9332845124521458	0.9205478232225355	0.0
