	chao1
SK39	86.0
SK40	116.5
SK41	46.0
SK42	49.0
SK43	57.0
SK44	99.5
SK45	60.0
SK46	68.5
SK47	43.0
SK48	57.0
SK49	53.0
SK50	43.0
SK51	40.0
SK52	42.0
SK53	26.0
SK54	54.5
SK55	41.0
