# Constructed from biom file
#OTU ID	WT1_R3TK43_d0_STOOL	WT1_R3TK43_d7_STOOL	WT2_L1TK28_d0_STOOL	WT2_L1TK28_D7_STOOL	WT3_L1TK41_d0_STOOL	WT3_L1TK41_d7_STOOL	WT4_R1TK44_d0_STOOL	WT4_R1TK44_d7_STOOL	KO1_R3L1TK43_d0_STOOL	KO1_R3L1TK43_d7_STOOL	KO2_R1R3TK28_d0_STOOL	KO2_R1R3TK28_d7_STOOL	KO3_L3TK40_d0_STOOL	KO3_L3TK40_d7_STOOL	KO4_TK44L1_d0_STOOL	KO4_TK44L1_d7_STOOL	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__pseudolongum	662.0	1194.0	1462.0	902.0	2078.0	1353.0	16.0	952.0	302.0	722.0	1002.0	1678.0	648.0	81.0	8.0	257.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__	354.0	67.0	214.0	66.0	115.0	72.0	28.0	48.0	51.0	39.0	643.0	427.0	138.0	89.0	29.0	1253.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriales_Incertae_Sedis;g__;s__	13.0	0.0	0.0	0.0	5.0	0.0	18.0	3.0	8.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__	376.0	232.0	526.0	261.0	185.0	215.0	339.0	140.0	546.0	0.0	1196.0	168.0	550.0	39.0	165.0	29.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__DNF00809;s__	15.0	15.0	12.0	19.0	11.0	40.0	50.0	58.0	14.0	0.0	74.0	81.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus;s__	64.0	47.0	151.0	54.0	80.0	108.0	416.0	56.0	142.0	32.0	472.0	73.0	0.0	0.0	8.0	2.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus;s__caecimuris	108.0	89.0	99.0	62.0	133.0	238.0	491.0	189.0	108.0	113.0	300.0	192.0	18.0	23.0	34.0	46.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus;s__mucosicola	52.0	42.0	44.0	30.0	0.0	0.0	171.0	0.0	52.0	0.0	197.0	58.0	0.0	33.0	41.0	56.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Parvibacter;s__caecicola	35.0	30.0	0.0	0.0	40.0	96.0	86.0	43.0	44.0	0.0	0.0	39.0	27.0	0.0	19.0	17.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	297.0	92.0	240.0	193.0	357.0	84.0	131.0	0.0	213.0	0.0	342.0	274.0	169.0	62.0	281.0	336.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__acidifaciens	2517.0	2160.0	1508.0	1311.0	1799.0	1860.0	1346.0	414.0	1213.0	2413.0	1548.0	4458.0	527.0	12799.0	1128.0	14237.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__caecimuris	0.0	52.0	190.0	140.0	166.0	72.0	143.0	122.0	96.0	71.0	268.0	56.0	333.0	61.0	186.0	821.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	669.0	845.0	3208.0	3466.0	1436.0	1403.0	722.0	711.0	3832.0	338.0	2438.0	923.0	1127.0	2155.0	506.0	157.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__	33799.0	36482.0	22340.0	27298.0	38162.0	23479.0	52392.0	28889.0	30683.0	1571.0	40116.0	31285.0	62611.0	29496.0	27706.0	32602.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__intestinale	595.0	562.0	525.0	491.0	532.0	237.0	286.0	82.0	256.0	57.0	1005.0	828.0	3576.0	1970.0	281.0	1354.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_UCG-001;s__	861.0	576.0	0.0	0.0	459.0	594.0	495.0	335.0	688.0	17.0	0.0	0.0	1159.0	461.0	468.0	227.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	661.0	661.0	1508.0	1462.0	821.0	911.0	617.0	871.0	1370.0	107.0	2188.0	1156.0	651.0	1366.0	1502.0	1124.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__inops	18.0	11.0	29.0	37.0	24.0	24.0	0.0	0.0	36.0	0.0	27.0	66.0	8.0	45.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella;s__	21.0	107.0	229.0	384.0	204.0	73.0	0.0	0.0	97.0	9.0	335.0	116.0	418.0	278.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;s__	756.0	1984.0	1808.0	688.0	2889.0	2669.0	1604.0	1027.0	1224.0	562.0	3487.0	1455.0	3036.0	5291.0	1754.0	3385.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__goldsteinii	215.0	109.0	14.0	12.0	61.0	16.0	39.0	30.0	89.0	155.0	24.0	48.0	106.0	2308.0	11.0	2218.0
k__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__hepaticus	25.0	0.0	18.0	0.0	81.0	18.0	31.0	0.0	146.0	22.0	131.0	6.0	52.0	17.0	28.0	0.0
k__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__typhlonius	126.0	224.0	113.0	73.0	94.0	60.0	68.0	484.0	846.0	4571.0	1024.0	360.0	957.0	7431.0	57.0	2878.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Family_XI;g__Gemella;s__	0.0	0.0	35.0	4.0	0.0	0.0	47.0	0.0	0.0	31.0	5.0	0.0	0.0	0.0	7.0	24.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	1575.0	9909.0	27800.0	16603.0	21558.0	6988.0	35788.0	12475.0	17375.0	8751.0	29977.0	13417.0	23566.0	4391.0	7109.0	12056.0
