	pielou_e
WT1_R3TK43_d7_COLON	0.7011565052986044
WT2_L1TK28_D7_COLON	0.7381159626134074
WT3_L1TK41_d7_COLON	0.7934405167198685
WT4_R1TK44_d7_COLON	0.6829921967004046
KO1_R3L1TK43_d7_COLON	0.6150560930727704
KO2_R1R3TK28_d7_COLON	0.7237973251081222
KO3_L3TK40_d7_COLON	0.4943147185949743
KO4_TK44L1_d7_COLON	0.5030448804213721
WT1_R3TK43_d0_STOOL	0.6184151391773453
WT1_R3TK43_d7_STOOL	0.6596017194231202
WT2_L1TK28_d0_STOOL	0.7401042919329676
WT2_L1TK28_D7_STOOL	0.7593869127909915
WT3_L1TK41_d0_STOOL	0.603881066910042
WT3_L1TK41_d7_STOOL	0.6616527611482522
WT4_R1TK44_d0_STOOL	0.759198426564898
WT4_R1TK44_d7_STOOL	0.5974507069462043
KO1_R3L1TK43_d0_STOOL	0.7340287931619939
KO1_R3L1TK43_d7_STOOL	0.44157180424233894
KO2_R1R3TK28_d0_STOOL	0.75694598485161
KO2_R1R3TK28_d7_STOOL	0.7169216127526128
KO3_L3TK40_d0_STOOL	0.6738736531847914
KO3_L3TK40_d7_STOOL	0.7234883673129511
KO4_TK44L1_d0_STOOL	0.8124736751618338
KO4_TK44L1_d7_STOOL	0.6738104645637217
