	observed_otus
SK22	44
SK23	30
SK24	39
SK25	27
SK26	50
SK27	52
SK28	59
SK29	73
SK30	46
SK31	57
SK32	66
SK33	67
SK34	50
SK35	52
SK36	58
SK37	23
SK38	20
