#OTU_ID	WT1_R3TK43_d7_COLON	WT2_L1TK28_D7_COLON	WT3_L1TK41_d7_COLON	WT4_R1TK44_d7_COLON	KO1_R3L1TK43_d7_COLON	KO2_R1R3TK28_d7_COLON	KO3_L3TK40_d7_COLON	KO4_TK44L1_d7_COLON	WT1_R3TK43_d0_STOOL	WT1_R3TK43_d7_STOOL	WT2_L1TK28_d0_STOOL	WT2_L1TK28_D7_STOOL	WT3_L1TK41_d0_STOOL	WT3_L1TK41_d7_STOOL	WT4_R1TK44_d0_STOOL	WT4_R1TK44_d7_STOOL	KO1_R3L1TK43_d0_STOOL	KO1_R3L1TK43_d7_STOOL	KO2_R1R3TK28_d0_STOOL	KO2_R1R3TK28_d7_STOOL	KO3_L3TK40_d0_STOOL	KO3_L3TK40_d7_STOOL	KO4_TK44L1_d0_STOOL	KO4_TK44L1_d7_STOOL	taxonomy
b1dafad31377a7995b574340a44dbc07	39	14	42	7	30	74	607	0	35	15	52	24	21	0	48	7	49	0	134	28	14	128	31	24	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
4a1a54e3020cff681cbc040cbed2a49f	0	42	267	50	0	21	0	0	47	0	329	30	40	8	88	0	118	0	176	0	33	54	70	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
f23cedd1ca79c46586620e8ac4184b24	12	241	11	39	0	0	0	0	145	0	82	57	71	20	263	8	46	0	264	0	87	0	22	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
4ae0de097d3e3b52e5016a50754598fb	0	155	29	0	13	57	70	0	0	0	40	15	0	0	0	0	4	0	57	107	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
ac43ffff69eba64953df07a4a2d49f46	289	214	46	67	0	458	0	0	0	9	34	51	20	0	55	15	0	0	15	13	8	21	14	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
931947116b0d7772caa62740f16d555c	16	0	112	18	54	97	352	0	16	15	59	81	20	0	56	12	17	0	99	44	9	188	43	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
c18e70db71ac04f616eae2f21a01fa5b	0	238	0	0	0	0	0	0	0	0	84	195	0	0	0	0	0	0	283	506	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
81d273fc5ada851c35cce8189afa3d73	43	0	133	42	130	49	40	32	34	12	46	53	0	0	72	20	92	20	110	15	28	200	69	64	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
091d4f1214158351135a589c33225a17	49	53	37	135	0	53	0	17	43	71	39	71	62	9	248	48	100	0	148	72	19	6	20	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
33aa56c0ed699b7a29755f6c3f9381a6	0	0	0	0	0	0	0	0	0	0	1158	0	0	0	0	0	0	0	108	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
cecdc30681d373575a25dbfac9bdc2c1	0	74	0	0	0	136	0	0	102	46	40	56	57	60	96	0	131	11	96	62	106	0	105	86	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
6d70eb35928812a97c998bdd28286952	28	26	88	56	0	58	0	0	26	23	127	22	0	0	157	36	73	0	257	33	13	65	160	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
dea97a94b6bba8f93f4eba32486f407c	0	0	0	0	0	0	0	0	108	143	136	0	0	0	169	0	93	128	205	0	82	183	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter; s__
504222203c0e95d82472ad3d47e230e8	212	0	72	0	0	0	0	0	187	211	0	0	228	173	0	0	0	0	0	0	111	50	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
e283cfa0e8bb728de76a851fff205ca2	0	153	0	0	0	92	0	0	0	0	315	57	0	0	0	0	0	0	192	431	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
460e586dcedb459052e8b889b488e6e3	19	42	54	126	0	97	0	0	89	17	97	87	152	15	77	5	16	0	236	13	9	58	11	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
e5fd709cd904635379ff8eee39020824	0	24	150	0	0	0	0	0	0	0	358	11	36	0	54	0	0	0	407	16	0	0	168	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
df985549115751d8ad591e2cfa3d56cd	100	29	263	207	0	0	0	0	13	16	48	28	13	18	34	25	38	0	120	65	0	0	167	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
54b0e3757525b106de6dbe921911534c	67	74	0	142	0	10	0	0	0	23	81	33	0	0	48	22	55	0	113	56	0	379	82	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
a7864ff9b937c4484fd67e209955e372	98	0	14	0	0	309	0	301	0	0	0	0	0	8	0	0	0	0	0	39	17	374	0	17	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__; g__; s__
9f9f258eaafa032d2a0b269008ff365a	0	0	0	0	1129	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
c142cdb19304b74114f2361064a46760	137	111	269	58	0	29	0	0	0	0	57	118	15	0	86	19	0	0	36	88	19	83	36	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
fb87764d1e229a26d71fa0ec011b3b4f	67	81	0	0	99	0	0	0	61	0	0	0	0	0	0	0	0	0	0	72	406	390	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__
5e8c4e4603638a7e18e22cc1faa250d9	24	89	259	85	0	13	0	0	29	14	86	82	39	12	101	0	111	0	83	61	20	0	41	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
f34eecb9ad6033299afea526a0e81905	40	26	21	73	0	27	0	0	74	66	33	62	50	42	54	66	74	0	112	105	51	66	17	70	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
80b34af75cb7f621440307e44da8c25e	0	114	0	0	0	0	0	0	0	0	200	151	61	0	0	0	0	0	484	119	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
57eaf91b4f7fc546a2c4deb2dcd3b0f6	61	61	119	199	0	54	0	0	29	0	62	45	9	8	103	0	57	0	126	24	25	17	93	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
c2e2de137db7f3d54037332b91130cae	162	85	132	153	0	36	24	0	10	0	87	21	33	0	141	19	0	0	68	12	17	20	78	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
bab00fe6df0b5db95bf90d1b6d4442a9	265	52	268	28	0	27	0	0	94	6	35	98	64	0	35	9	45	0	44	0	10	3	11	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
750bac76711efbd8876c10edfebfa694	29	24	8	72	54	60	5	8	15	21	46	56	53	58	77	66	115	0	121	23	42	16	69	51	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
f654da7c095c94242b264b4ccc874531	72	0	91	288	0	0	0	0	0	0	68	94	0	0	78	0	128	0	264	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__C21_c20
aea00371ef501cb08d2b0438153e1786	0	0	106	81	0	0	0	0	68	0	53	40	0	0	151	0	80	0	290	0	0	0	192	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
f9bef175d72bb3b832c6235d012b50ef	47	78	86	123	0	28	0	0	46	0	108	112	22	0	83	0	81	0	75	50	0	53	68	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
ada9b6a41fbdc16fec6605fc2d5cbba6	45	101	21	43	0	15	0	0	21	33	73	36	37	5	0	38	62	0	338	26	86	0	45	14	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
17b2f380db05ecf222cd7588554d4444	37	57	59	26	0	49	0	0	21	0	0	12	7	8	148	27	8	0	388	13	4	41	131	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
07c90dd53599bc30e8994ecf2c4d973b	100	0	0	0	0	0	0	0	231	30	0	0	0	0	0	0	582	0	91	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4da9d1abc3507620a8105f01d52f18d9	21	20	64	0	44	90	53	0	15	13	135	29	20	0	79	0	75	0	111	30	0	117	83	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
dc913281d0b044129db14d973ee92ec6	37	0	0	749	0	0	0	0	0	0	0	0	0	0	6	33	129	0	0	0	16	0	33	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
b7609847479b36699da7e9e663d5569b	0	0	605	141	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	12	0	178	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
11592171ade8e21414f5270b1c8b14e6	0	0	0	0	0	0	0	0	58	44	70	24	46	61	262	46	90	32	205	35	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__
bfe00f4c246a7c2ddee8561171ad193b	0	0	101	0	0	0	0	0	0	0	0	0	464	414	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
d3d089e04f95325666c47da06a3c9cbe	0	110	510	0	0	0	0	0	0	0	240	57	0	0	0	0	0	0	61	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
c7c8a922bdd506509faa8e94afe746d5	47	15	10	5	231	235	62	74	21	8	0	0	16	5	7	0	9	0	0	49	23	103	0	48	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__; g__; s__
53a49c2d6f746853307e5293629f0408	45	0	0	0	0	0	31	0	211	109	0	0	0	0	102	0	47	0	0	0	165	140	0	111	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
9b4be0fdd843f4f410d76d4a6fabac6d	72	77	26	16	134	42	0	23	47	37	68	38	70	15	10	15	66	0	132	0	22	15	16	20	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
7d3c1a157018147c40355175522195cf	0	124	43	0	0	0	0	0	0	0	74	45	71	12	0	0	0	0	127	271	158	29	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
2a55debe62124228f25e3443702d819a	156	70	208	107	0	215	0	0	10	0	36	0	0	0	0	0	0	0	63	0	0	17	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
78b85e2cc0757eabe84355ad9e5767b4	47	0	343	120	0	23	0	0	76	0	28	0	24	0	74	0	32	0	20	0	0	22	87	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
84f2e37ce761511abe6a876d71df9c8d	0	60	156	0	0	53	0	0	0	10	92	65	31	7	148	39	0	0	113	34	20	0	64	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
9af616da183ed266093dc7006aa47f53	17	36	0	0	0	0	0	0	0	23	42	52	0	30	72	56	45	0	124	26	81	88	50	143	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
d20bd597209c2583009e5323b0107f19	0	32	0	25	0	0	0	0	75	45	94	122	23	36	0	10	142	0	219	45	0	0	7	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__
90632cfa0b86a17c8bbc51145a1c93d1	42	0	29	76	0	11	0	0	196	56	22	29	24	27	80	28	60	0	15	23	83	26	44	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
3e90ec175f4ddfe950b38766da1087fc	88	0	0	0	0	0	0	0	0	0	98	0	0	0	85	0	157	0	312	0	0	0	127	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
7ab6730340493340534dd53235bbbfb8	87	0	0	0	0	0	0	0	0	0	117	0	0	0	104	0	0	0	351	17	34	0	153	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
aa2ba023b23fc0872ad3f86b444816d8	0	0	123	107	67	396	79	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
9afde3ab38b9d9aea5d82ca00b19fdc6	0	35	35	0	0	269	44	0	0	0	66	33	0	0	54	0	0	0	121	32	0	107	55	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
ef8f0a66f6512b701f3ad4d3e60fe7ee	33	22	10	0	182	229	24	0	18	11	29	37	24	24	0	0	36	0	27	66	8	45	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
27b52d5cf7ef55679772c4952003532f	55	48	89	0	0	154	0	0	0	0	80	0	24	0	61	41	28	0	154	40	0	44	17	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
b910ecdab31d948f0b8f26131be8f249	30	12	19	6	0	59	386	0	14	16	22	31	5	8	35	6	35	0	71	16	6	18	12	28	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
27b0078ced21521381460070f62c7ef5	16	8	45	227	0	0	0	0	238	0	30	0	0	0	173	0	22	0	30	0	0	0	45	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
8d4b748f2ef205d6ebb47f507b1121cc	59	50	50	0	0	158	0	0	0	14	103	66	0	0	0	0	0	0	149	50	17	109	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
c5ebffdbceed7e78a57d098a9f9373f1	37	12	160	65	14	81	10	3	0	8	25	17	3	4	77	8	41	0	16	0	0	153	76	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__
66603151773861b0d249c5fff7e88eee	16	0	331	0	212	0	25	137	25	0	0	0	11	0	0	0	24	0	0	0	9	15	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
a4f99e689332d49ab9452c1e7f3d0896	61	0	0	81	292	0	0	0	40	0	0	0	0	0	105	0	0	0	0	0	0	227	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
41c8b3b587cc9449e705fa276dce7a02	0	0	0	0	0	0	0	17	0	33	45	58	0	0	84	59	49	0	121	39	84	76	0	139	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
8d25000e294665b1bac71a4e2f2da5da	0	0	0	0	0	285	85	0	0	0	0	0	68	0	0	0	0	0	0	110	0	245	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
4094ca5dcb532a857c4a5c0cc5201968	24	43	67	118	0	55	0	0	0	0	76	43	0	0	90	0	0	0	133	38	0	16	79	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
fb1458493faa078f0e01b69325fb806b	0	0	0	0	0	0	0	0	52	42	44	30	0	0	171	0	52	0	197	58	0	33	41	56	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__
0ad18ff7290c83edfdef41da2f871efb	14	0	0	0	0	0	0	0	180	89	0	0	0	0	86	0	42	0	0	0	154	107	0	83	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
26d72284c97f3ef88e4b49b1ad42103a	33	13	51	119	0	237	6	0	0	0	25	26	14	0	82	9	6	0	57	24	4	29	29	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
eaf525af33157ed0788c25846a163720	32	0	43	248	0	0	0	0	13	0	0	0	0	0	175	0	0	0	54	0	0	0	198	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
46c3337d483b93827f31f6f644f55d38	0	0	0	0	146	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
89473f354d0b6b53182a9c2072125484	37	78	130	48	0	0	0	0	26	0	68	39	13	0	100	0	34	0	87	0	13	13	55	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
9ad2fab905f1265e1b0532a8b88fd2e5	124	0	34	178	0	0	0	0	170	23	0	0	18	0	58	0	88	0	0	0	30	0	12	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
ee4c7d1ac47416c173bccad6b993b61f	60	0	0	0	0	0	0	0	31	0	0	0	0	0	135	0	0	0	0	0	0	0	507	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
65ddfccb973bc1993bde67e0d1d83673	32	0	0	47	0	0	0	0	30	0	43	0	44	83	136	63	44	35	102	59	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__
1bb20192998ed043976b5dc269da9fed	0	0	62	247	100	57	0	0	51	0	66	0	0	0	67	34	0	0	0	0	39	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
224efd539e59e64255745dba5a42ab7b	0	60	0	0	0	68	0	0	0	17	339	37	35	0	0	0	0	0	132	0	0	25	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
f152f94f7321c945dda371d19ded2b89	0	12	31	13	0	109	0	0	0	0	8	109	28	7	72	33	0	0	143	75	0	0	59	10	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
cbd6b7917ead094c33401ce318bfccc4	89	18	0	4	0	268	0	235	0	0	0	0	10	0	0	0	0	0	0	0	0	68	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__; g__; s__
4d16070a8e69e1bcb313fb7106f27c84	0	59	0	0	0	0	67	0	0	0	175	0	0	0	0	0	0	0	332	69	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
439fcac9c7ac29fc571c521108fc509a	64	0	92	93	0	0	0	0	21	9	49	0	17	0	109	29	34	0	67	40	0	21	49	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
1c16b48896f4c254b93e23789afb3a62	91	0	200	0	0	0	33	0	0	0	0	0	0	0	81	22	10	0	0	0	0	177	77	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
346640b4fa890d47da9b9dd31d91e30f	111	0	37	0	0	0	0	0	74	142	0	0	127	118	0	0	16	0	0	0	57	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
0d097986052d42b427f3dc762a4bdc22	0	23	0	0	0	68	275	0	0	0	0	0	0	0	36	0	0	0	81	0	0	173	0	25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
f18cb98576ec887772272a8b63a7db25	0	0	0	0	0	77	0	0	0	0	0	264	0	0	0	0	0	0	187	148	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
cb1cc78771b7b8a573991f854f346215	0	0	61	0	482	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
10b6357c751389796f5327a14c940bcf	51	0	78	84	0	0	0	0	0	42	102	0	0	0	67	41	55	0	60	45	0	33	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
1a8cad5c5954b55c2a58cdaa54e93326	25	0	5	0	46	0	109	0	21	9	0	0	11	15	53	9	45	8	0	0	12	253	41	5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
3b86c93ad2a13bdadf3d85b4d04360a0	105	0	66	0	0	0	0	0	95	125	0	0	128	78	0	0	0	0	0	0	44	24	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
0fa7efbeef25b8680dbd1551138bea5e	0	0	101	0	0	0	0	0	0	0	0	0	509	42	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ae942be412050e4324697c029a2dcd82	0	0	0	210	21	0	0	0	0	0	0	0	0	0	216	20	75	0	0	0	0	0	108	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
bc48a00641ad860fc8c882698fb9cb83	0	0	0	115	0	0	0	0	0	0	0	0	0	0	260	57	44	0	0	0	0	0	170	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
51ea806c21d3a7b49de401c52be91848	0	0	86	237	0	0	0	0	0	0	0	0	0	0	99	0	0	0	110	0	0	0	96	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
b6d169dc4775012afecfd97ff05c74cc	0	38	0	0	0	73	0	0	0	0	29	80	85	86	0	0	0	0	113	124	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
7a6d449e9ff4fc548f0432cae4d68e44	36	236	97	0	0	0	0	0	0	0	131	47	0	0	0	0	9	0	70	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
388b9c78e11c61e833eebdda916f496f	0	24	201	0	0	0	0	0	0	15	27	30	0	0	54	0	0	0	140	62	0	0	71	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
bf80962fe5ea11259c623d611cf54c66	0	103	121	0	0	0	0	0	8	0	91	41	18	0	66	0	0	0	136	0	6	0	31	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
bc9ca113a0033d9c83db986849b35273	26	21	22	105	0	64	55	0	19	7	55	20	0	0	41	0	0	0	48	18	20	52	42	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
23ef43c56743f74ebce441ecd4b41afb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__
e19f1969c7b5b04793ed8c738b007184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	377	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
a1b12d9abf441604e74183f73f300531	19	0	69	36	0	0	0	0	0	18	0	0	0	0	72	0	0	0	21	0	19	246	105	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
41d56ea119d90b8ea2c6a95acefb88f0	0	0	510	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	25	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
995e61887fc271ed22049c73af0ed1cd	67	7	143	23	0	47	0	0	0	0	16	0	12	0	39	14	21	0	54	11	0	23	121	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
1a2bca128987639cb72389fb8d15be1b	0	0	0	0	98	0	164	199	0	0	0	0	0	0	31	12	0	0	0	0	0	0	15	69	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
09878cf9632e0c3bfa3bf8a10fd4262d	0	79	0	0	0	0	0	0	0	0	180	328	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
2f6652202427dfc6ab0c2f218cccf047	0	0	0	0	108	0	163	160	0	22	0	0	16	0	0	0	0	27	21	0	0	0	0	66	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
3d143b202d9d9b5c7ab69ed1e2be19ef	37	0	114	0	0	0	0	0	0	0	40	24	26	13	123	0	52	0	38	42	15	0	58	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
34d52787770b40001a85196463110a08	0	38	124	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	25	57	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
b2df9d4e772a36e63922fcfc33291b32	0	0	0	0	279	162	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
