# Constructed from biom file
#OTU ID	S191030.5.0	S191030.3.1	S190905.4.2	S190905.4.0	S191030.4.2	S191126.3.3	S190905.4.3	S190905.5.0	S191126.4.2	S191126.3.2	S191030.5.3	S191030.4.3	S191030.4.0	S191126.3.1	S191002.4.2	S191126.5.1	S191030.3.2	S191003.5.1	S191002.3.3	S190905.3.3	S191126.5.0	S190905.5.1	S191126.5.2	S191030.3.3	S191030.4.1	S191002.3.2	S190905.5.3	S191003.5.0	S191126.3.0	S191003.4.0	S191002.5.3	S191030.5.2	S190905.3.0	S191003.5.2	S191126.5.3	S191002.4.1	S191030.5.1	S191002.4.3	S190905.3.1	S191126.4.1	S191030.3.0	S191002.3.1	S190905.4.1	S190905.3.2	S190905.5.2	S191126.4.0	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	2199.0	1854.0	6144.0	5746.0	2136.0	2085.0	7518.0	3194.0	2948.0	1876.0	2389.0	2275.0	1142.0	1801.0	804.0	3010.0	2377.0	952.0	1693.0	3441.0	3800.0	5499.0	4108.0	2148.0	1974.0	1096.0	3030.0	901.0	1489.0	563.0	1826.0	2847.0	5935.0	1958.0	4030.0	407.0	2010.0	444.0	7204.0	637.0	1817.0	846.0	5259.0	3907.0	2824.0	1608.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	16703.0	10212.0	1182.0	683.0	24696.0	17922.0	917.0	361.0	26272.0	13781.0	19686.0	20778.0	14191.0	3359.0	16807.0	6516.0	18598.0	17660.0	20033.0	301.0	9766.0	677.0	11880.0	19213.0	19588.0	17607.0	196.0	11676.0	8999.0	27186.0	19019.0	16121.0	300.0	14708.0	11949.0	15610.0	11853.0	20421.0	468.0	20699.0	19561.0	16529.0	375.0	705.0	440.0	30184.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__NA	2498.0	2182.0	2914.0	4230.0	1129.0	2680.0	3540.0	2813.0	815.0	3707.0	3318.0	1185.0	783.0	4575.0	1274.0	2412.0	3040.0	1772.0	1815.0	3087.0	4336.0	3775.0	4354.0	3345.0	1014.0	2714.0	2605.0	1336.0	1713.0	1230.0	2235.0	3326.0	1868.0	3458.0	4004.0	139.0	1736.0	772.0	3208.0	119.0	1967.0	2018.0	2704.0	7110.0	4049.0	1492.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.0	61.0	1080.0	448.0	0.0	76.0	699.0	433.0	0.0	46.0	35.0	0.0	0.0	748.0	0.0	14.0	34.0	0.0	18.0	424.0	45.0	428.0	39.0	64.0	0.0	0.0	157.0	0.0	20.0	0.0	24.0	0.0	238.0	0.0	17.0	0.0	20.0	0.0	657.0	0.0	60.0	66.0	452.0	825.0	624.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	18.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	33.0	0.0	0.0	0.0	226.0	11.0	0.0	0.0	633.0	0.0	42.0	218.0	131.0	0.0	0.0	45.0	0.0	54.0	0.0	0.0	78.0	0.0	81.0	0.0	371.0	0.0	0.0	43.0	0.0	0.0	176.0	53.0	0.0	94.0	58.0	0.0	37.0	0.0	0.0	728.0	0.0	0.0	0.0	0.0	0.0	520.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.0	0.0	8142.0	7912.0	0.0	0.0	8311.0	2420.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2832.0	0.0	6009.0	0.0	0.0	0.0	0.0	4096.0	0.0	0.0	0.0	0.0	0.0	8804.0	0.0	0.0	0.0	0.0	0.0	10421.0	0.0	0.0	0.0	10499.0	7176.0	5061.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	75.0	20.0	0.0	0.0	32.0	0.0	20.0	0.0	92.0	15.0	89.0	37.0	30.0	33.0	50.0	16.0	19.0	34.0	23.0	0.0	39.0	0.0	54.0	0.0	30.0	20.0	0.0	0.0	0.0	77.0	90.0	89.0	0.0	92.0	47.0	0.0	51.0	79.0	0.0	43.0	0.0	34.0	0.0	0.0	0.0	52.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	583.0	0.0	421.0	503.0	0.0	0.0	43.0	1551.0	0.0	0.0	319.0	0.0	0.0	0.0	0.0	386.0	0.0	126.0	0.0	283.0	792.0	1592.0	577.0	0.0	0.0	0.0	355.0	52.0	0.0	0.0	417.0	430.0	15.0	321.0	775.0	0.0	303.0	0.0	34.0	0.0	0.0	0.0	185.0	148.0	1398.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII	29.0	779.0	95.0	41.0	40.0	777.0	69.0	0.0	12.0	1100.0	17.0	38.0	0.0	877.0	0.0	11.0	923.0	77.0	840.0	24.0	73.0	46.0	24.0	1280.0	21.0	816.0	18.0	0.0	610.0	54.0	61.0	30.0	27.0	0.0	49.0	17.0	34.0	27.0	36.0	0.0	705.0	986.0	28.0	27.0	22.0	13.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	2720.0	833.0	6149.0	3497.0	1961.0	805.0	6155.0	3654.0	2294.0	1028.0	1306.0	1861.0	843.0	1656.0	1011.0	625.0	657.0	1052.0	1072.0	3735.0	2614.0	3007.0	1811.0	599.0	1666.0	376.0	1785.0	239.0	683.0	2728.0	903.0	2066.0	2238.0	481.0	2432.0	1068.0	2752.0	1469.0	4867.0	3344.0	1055.0	1600.0	7945.0	5489.0	3459.0	2477.0
