OTU ID,SK22,SK23,SK24,SK25,SK26,SK27,SK28,SK29,SK30,SK31,SK32,SK33,SK34,SK35,SK36,SK37,SK38,taxonomy
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Coriobacteriaceae_UCG-002,251,295,969,1071,415,201,27,78,0,55,90,59,186,0,27,3,0,
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella,0,0,0,0,0,38,124,328,370,99,48,76,69,129,79,0,0,
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus,0,0,0,0,0,21,11,27,3,9,23,11,0,8,0,9,3,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,7981,10446,30602,12452,19109,15550,19376,13981,10728,17657,547,510,823,949,1201,9047,14968,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter,0,0,0,0,0,0,0,0,0,0,220,31,0,0,28,0,0,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__,604,769,1264,730,1196,3531,3870,3580,2957,4207,1339,1130,798,1352,1125,0,129,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_UCG-001,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,0,0,0,0,0,0,0,0,0,0,597,491,225,58,446,0,0,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella,0,0,0,0,0,0,0,0,0,0,26,7,0,0,0,0,0,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group,427,1124,329,632,7,0,0,0,0,0,592,715,271,21,163,0,0,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,0,0,0,0,0,5827,2431,4037,1896,3906,11851,11483,10023,15492,22659,0,0,
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus,0,0,0,0,0,0,0,0,0,0,0,8,18,58,128,37,17,
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,229,458,2727,1001,1049,123,221,240,589,195,522,611,253,1516,894,1107,0,
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus,80,10,877,62,252,10,70,485,78,68,3023,5290,513,763,785,3201,162,
