	observed_otus
SK56	54
SK57	58
SK58	53
SK59	53
SK60	47
SK61	77
SK62	73
SK63	73
SK64	41
SK65	68
SK66	60
SK67	55
SK68	56
SK69	45
SK70	47
SK71	54
SK72	42
