	S190905.5.1	S190905.5.2	S190905.5.3	S191002.3.1	S191002.3.2	S191002.3.3	S191003.4.0	S191002.4.1	S191002.4.2	S191002.4.3	S190905.3.0	S191003.5.0	S191003.5.1	S191003.5.2	S191002.5.3	S191030.3.0	S191030.3.1	S191030.3.2	S191030.3.3	S191030.4.0	S191030.4.1	S190905.3.1	S191030.4.2	S191030.4.3	S191030.5.0	S191030.5.1	S191030.5.2	S191030.5.3	S191126.3.0	S191126.3.1	S191126.3.2	S191126.3.3	S190905.3.2	S191126.4.0	S191126.4.1	S191126.4.2	S191126.5.0	S191126.5.1	S191126.5.2	S191126.5.3	S190905.3.3	S190905.4.0	S190905.4.1	S190905.4.2	S190905.4.3	S190905.5.0
S190905.3.0	0.534739776297106	1.1776711476597852	0.753387386260755	2.5909265661361442	2.370580691476398	2.812824120490964	2.894779078628724	3.0520510290442533	3.41250745054796	2.646554155888089	0.0	3.266205663053897	2.978705489734535	2.7996500791837273	2.6749468553441678	2.4315238758673914	3.2997948563826327	2.279542788712247	2.375346681562692	3.174524841065932	2.565065468140388	0.09734568270969263	2.4618173472147977	2.512712741472467	2.519594446675762	2.707665956585065	2.612687642160423	2.2955787190497583	3.3886195076433867	3.5836385703365714	2.5962262562367964	2.589329987801963	0.10034981684148137	2.4677556410731767	2.6770851839204375	1.8920814993282429	2.270820311262251	3.00366644095745	2.3673401317960456	2.497372582288455	0.5710184458194764	0.1324032318711137	0.44746192663238127	0.13095791059856304	0.8163011930824345	0.6659380509551919
S191003.5.0	2.776743251262185	2.160329118112803	2.586126461447088	1.7825126592172238	2.203039601141981	2.542994567519731	2.877505930550311	2.08355472594826	1.7346152673652766	2.8829985926437027	3.266205663053897	0.0	1.4769091571327744	1.7019577060843165	2.5725876850153666	1.9604685534179627	0.08981059167454	3.017600347151502	1.574393403296432	0.4148861814721133	2.597852302165572	3.187265329239487	2.4527998102202884	2.8864448795084057	1.6131851533744779	0.8215964576993211	1.3759719083774269	2.244284379456955	0.8621399612185255	1.1719958626401548	1.3009444837656061	1.6596367460092165	3.2134367250143723	2.612312082830906	0.6974250047040892	2.9072856367562836	1.1631707615027636	1.0835475272447248	1.1642280329144032	0.7953243759346128	2.7114175215933685	3.176126539360624	3.4542557153510063	3.162327672038235	2.5060928646905034	2.6862050502726804
S191003.5.1	2.6551315481746585	1.8864373897791424	2.2455083716957014	0.4924570677809986	0.9508461655262187	1.1143336732383144	1.447610992395011	0.60881949145289	0.48561551603232234	1.5076656657623135	2.978705489734535	1.4769091571327744	0.0	0.29086140157228374	1.1799026286470893	0.7164253256326305	1.5495041499225641	1.7740980785895815	0.6127182364794989	1.068708890388903	1.2380293950587846	2.905346290796629	1.1296451795746634	1.5499251522306066	0.4907261678709472	1.8880820863401002	0.4356249794688729	1.0262614444925866	2.2924178715364607	2.615392087846591	0.4710173470959917	0.4402813025959277	2.905117156794984	1.2870154767536721	1.052291111923584	1.812180361490362	1.8042836769681998	2.3415854808127405	1.9886976781532484	1.415830082323687	2.562043274300851	2.9376867752645985	3.3137988374555687	2.8832153557546345	2.175709232224653	2.611717564369519
S191003.5.2	2.5150646186654626	1.7531739720023085	2.0791789782617043	0.23184724867688075	0.6676181771824191	0.8502596121696333	1.1862089580822976	0.43624731846024456	0.6331424611768511	1.2256966305570214	2.7996500791837273	1.7019577060843165	0.29086140157228374	0.0	0.9016909255502915	0.4407581557947547	1.7744586824853081	1.4862290392394637	0.4814051382471279	1.3058589284857818	0.9520258480990288	2.7289019162825054	0.8393682323654095	1.2623289832730984	0.33721720442952163	2.0181984866916713	0.4433095506109544	0.7459165797923669	2.4842911380945973	2.8080880765632488	0.5061380697257696	0.25232522309125127	2.724013725722949	0.998965795196933	1.1940267697031328	1.532393419133391	1.8679550483844298	2.488236694575073	2.068383359200947	1.5213666547879194	2.4199092465277965	2.7683563256434796	3.1537067025166574	2.7077989347502496	2.0136961254535617	2.482743279549038
S191002.5.3	2.5592806277666957	1.890925935827581	2.0614293675779556	0.8063820214413272	0.5138034014421731	0.15242063003725304	0.33440769259783776	0.7125067947690913	1.289882901649913	0.34843658204114614	2.6749468553441678	2.5725876850153666	1.1799026286470893	0.9016909255502915	0.0	0.653634446176551	2.641985558299355	0.7627276563022942	1.0731999412520792	2.189603438660698	0.1905707154830063	2.6216442549214634	0.23964238787509348	0.41859812483612535	1.0000270060755725	2.760436800308687	1.2350424107939317	0.5445413776074423	3.3045379968025625	3.6259817275224795	1.3017013756238518	0.9410415205896134	2.598524052284677	0.22377929578098843	1.9977492596316953	0.9720663999488419	2.5087272990720426	3.2365878302631583	2.723236563441846	2.254037340023781	2.463137487630172	2.682501136019113	3.0870701643573653	2.6069619882255566	2.0290961271133616	2.560067802437196
S191030.3.0	2.1983214616391065	1.4689713502192476	1.7378698967353912	0.23245571911394608	0.2672283813600318	0.6783844237090224	0.9841685738839807	0.6255057769947593	1.0509654047662726	0.9296084371940149	2.4315238758673914	1.9604685534179627	0.7164253256326305	0.4407581557947547	0.653634446176551	0.0	2.031364408785193	1.097197756033633	0.41994492035258774	1.5987524980831564	0.645043937953151	2.3638626666853684	0.495189475974543	0.9260379278451678	0.3688298593565084	2.11392539963982	0.6122164531981907	0.32996767292924345	2.668234030107174	2.9876988105518167	0.6718273497862148	0.3396695678655266	2.3535175172344656	0.6635250023225796	1.353099654052572	1.1001231403734921	1.8675042721439976	2.598675936938037	2.083967032703891	1.6027867232051607	2.102363191402368	2.4125007087552115	2.804098015439475	2.343962669648374	1.6765324424804515	2.1837687477636085
S191030.3.1	2.8064024460537027	2.196495790125582	2.6235323039312224	1.8558663402723958	2.275769434839201	2.612970159332245	2.9469014169866243	2.157361829253229	1.7996469495768346	2.953931010648198	3.2997948563826327	0.08981059167454	1.5495041499225641	1.7744586824853081	2.641985558299355	2.031364408785193	0.0	3.089416061724875	1.6458756549605826	0.48553891455468395	2.6696456213140816	3.221951785196227	2.5226360616894703	2.9568517218385555	1.687804817026195	0.8133601380278468	1.4526680508934575	2.316630413562821	0.7975379300214459	1.105525367330992	1.3761488712815124	1.734515364859902	3.2492004826587126	2.680176364557081	0.7673805693113376	2.975230551329496	1.1907104339334795	1.0347206306278647	1.170205561709523	0.8385089888825512	2.742041367832135	3.2072862237656685	3.4828216368464346	3.1974082896870555	2.547097942007233	2.7107788848387355
S191030.3.2	2.2883946796040786	1.8207340295546466	1.8282635158046534	1.3046688564643731	0.8389667278288924	0.8938462236609455	0.8057351051169568	1.3796575812195748	1.9874582629333994	0.5082831978504452	2.279542788712247	3.017600347151502	1.7740980785895815	1.4862290392394637	0.7627276563022942	1.097197756033633	3.089416061724875	0.0	1.4446473650166238	2.677591862203095	0.6048993024662147	2.2325857552457604	0.6853236456436039	0.3825573252029078	1.4275683591818795	3.0305376562525357	1.6669481795859338	0.7815548959104596	3.659140582853984	3.9666978387786305	1.7303704025582969	1.4075419709604777	2.1974448823620616	0.6062178243727268	2.3598409128401605	0.38990732165366576	2.663959096049364	3.5200188738004035	2.8990944821492572	2.5283639166338205	2.2065389339080417	2.3209162997589803	2.6863800465543415	2.219691744402083	1.7900550684056287	2.3445710818867957
S191030.3.3	2.059971085597803	1.3149214943600573	1.6521027170719198	0.340278498975435	0.638198163803549	1.0889058325981114	1.402664845972243	0.8655488224866559	1.0744957104806214	1.3426040451824415	2.375346681562692	1.574393403296432	0.6127182364794989	0.4814051382471279	1.0731999412520792	0.41994492035258774	1.6458756549605826	1.4446473650166238	0.0	1.239203230965972	1.0576315612571086	2.2999201308031902	0.9069398531406337	1.3274351238396456	0.16811083474987681	1.699898826283703	0.28125818393331625	0.6719065184359657	2.2586913954928556	2.576347531605575	0.30833344821877523	0.2562752766985008	2.299478490528195	1.071524552392243	0.9398909579899424	1.36811024529001	1.46674241754227	2.1906911132577456	1.6823027410900764	1.1852848069233513	1.9677457328417882	2.3369223999265287	2.7081256684869843	2.277031536215984	1.5724582702178624	2.0317199998821667
S191030.4.0	2.719104600831162	2.031295538889428	2.4591658124448577	1.4072788306768513	1.8477172915185822	2.1507514026257435	2.48593686728218	1.6763238851480255	1.3228299005440922	2.5078044379224345	3.174524841065932	0.4148861814721133	1.068708890388903	1.3058589284857818	2.189603438660698	1.5987524980831564	0.48553891455468395	2.677591862203095	1.239203230965972	0.0	2.2246992558078498	3.09581230973509	2.0854916481372108	2.521072810771823	1.2545842948507984	1.0665000391326407	1.0187470507897847	1.8970000676290104	1.2648826927706176	1.5808235799322108	0.9494245971757967	1.2894365503003276	3.1153226536844856	2.245305693556845	0.5314711505582831	2.6012626596698722	1.2619684012331756	1.422031000902717	1.3356083000642611	0.8199685742730835	2.6434375481864296	3.09564935788444	3.408714761583843	3.0712544563120696	2.3807406857055917	2.6373016674698073
S191030.4.1	2.460459004958623	1.8253914823471344	1.971953412947417	0.8192482428108054	0.4380706292938076	0.3103255039377714	0.42199930728646257	0.7945138100803603	1.3961877632476214	0.28897908645394976	2.565065468140388	2.597852302165572	1.2380293950587846	0.9520258480990288	0.1905707154830063	0.645043937953151	2.6696456213140816	0.6048993024662147	1.0576315612571086	2.2246992558078498	0.0	2.5097117670838216	0.18061063090656437	0.31537158856009595	0.9940795849503252	2.7458753288501723	1.235694490788338	0.44582368286485535	3.312799273879649	3.6316788928990658	1.3052510248910427	0.9452780090809875	2.4851866687526285	0.19087760490517516	1.9945246493480868	0.816023523180517	2.4616399073982405	3.232033011382784	2.6869938791357426	2.233366105567412	2.367172983494672	2.577692402058836	2.9720191912101233	2.4941566252307235	1.9299743753931613	2.4753738128389737
S190905.3.1	0.4654905354841086	1.111755897031924	0.6905102992269477	2.5197182697720457	2.304913399602517	2.758031105026951	2.8473334067647738	2.9851033463538434	3.343294406366534	2.598548304349168	0.09734568270969263	3.187265329239487	2.905346290796629	2.7289019162825054	2.6216442549214634	2.3638626666853684	3.221951785196227	2.2325857552457604	2.2999201308031902	3.09581230973509	2.5097117670838216	0.0	2.4051687638457517	2.4654862627875636	2.4443784111337705	2.6304454571527507	2.5343404347216243	2.230224345556356	3.31486251919413	3.5117681418217073	2.5179377751934204	2.5152526415083245	0.057481242560363466	2.4168889857898384	2.5949303914670967	1.843658351387469	2.186836190441718	2.93411063990122	2.2891355491872383	2.41500088576319	0.5003713996045173	0.13693963374244386	0.4731781010718882	0.0338092458642158	0.7383073595060092	0.6159209155775027
S191030.4.2	2.33279124150717	1.6710357394675117	1.8411715195088836	0.6904245417590231	0.30885374312424413	0.35852232908147613	0.5515521601510718	0.7598696269626046	1.3292514401148317	0.4416157710289466	2.4618173472147977	2.4527998102202884	1.1296451795746634	0.8393682323654095	0.23964238787509348	0.495189475974543	2.5226360616894703	0.6853236456436039	0.9069398531406337	2.0854916481372108	0.18061063090656437	2.4051687638457517	0.0	0.43746606891541245	0.8582269964826104	2.585020113989789	1.1023181011591694	0.3200535706978424	3.1553389619686634	3.4738117357116343	1.1658780221805065	0.8164189944481918	2.3835723343962347	0.18139015628018235	1.8453198380386417	0.8119473270422166	2.307287665002726	3.066574467399809	2.5263030260222386	2.077164920380447	2.237455836824037	2.466902105103758	2.867261333116692	2.3892812350014614	1.8011528198525464	2.3377848794116085
S191030.4.3	2.4747130775135715	1.90417667865226	1.9848182141498814	1.1198615064278084	0.698332095561148	0.5447302458579659	0.4337330803658241	1.0978986992285036	1.6979339136972578	0.14201812654599452	2.512712741472467	2.8864448795084057	1.5499251522306066	1.2623289832730984	0.41859812483612535	0.9260379278451678	2.9568517218385555	0.3825573252029078	1.3274351238396456	2.521072810771823	0.31537158856009595	2.4654862627875636	0.43746606891541245	0.0	1.2833093842383545	2.9877698833004027	1.5278721931066117	0.6751684808958467	3.5773429217413555	3.8934952942891794	1.5939258881421663	1.2430452340246554	2.4347318689471797	0.3075993045254963	2.267041485670602	0.6786172064522964	2.6769448668855005	3.47106694711474	2.9016280426034537	2.48074692655525	2.384525789203966	2.5399245792985745	2.930649560638105	2.4527955536817396	1.9565584858149352	2.5020014147476815
S191030.5.0	2.216477877051513	1.4766929146367518	1.8030870056214148	0.21092317961965767	0.5960368247163006	0.996097226708778	1.3197486962776186	0.7125295620959914	0.9393441195550286	1.2825304320505306	2.519594446675762	1.6131851533744779	0.4907261678709472	0.33721720442952163	1.0000270060755725	0.3688298593565084	1.687804817026195	1.4275683591818795	0.16811083474987681	1.2545842948507984	0.9940795849503252	2.4443784111337705	0.8582269964826104	1.2833093842383545	0.0	1.8067646558977304	0.24541806325189527	0.6473281777703234	2.3370019061864045	2.65686910691745	0.3128588146053534	0.09435989037510358	2.4419438644662006	1.0305888725472416	1.0103990456641918	1.3960766268366287	1.5924968881322337	2.2975966861888257	1.8105802437018352	1.2908125789171507	2.1244421218706755	2.4854960198020586	2.85691185718572	2.4215213957485653	1.7226127551857118	2.1929688541572125
S191030.5.1	2.1833394130217427	1.7395824505722983	2.122489567751391	2.0059081827015097	2.317192187845613	2.776162747143108	3.0914581608708303	2.44626227664104	2.272174579456268	3.0232475748975274	2.707665956585065	0.8215964576993211	1.8880820863401002	2.0181984866916713	2.760436800308687	2.11392539963982	0.8133601380278468	3.0305376562525357	1.699898826283703	1.0665000391326407	2.7458753288501723	2.6304454571527507	2.585020113989789	2.9877698833004027	1.8067646558977304	0.0	1.6120206926350125	2.3288850836046313	0.7111617517284361	0.9701908700513333	1.5297693646164554	1.8846749806129335	2.666450656810936	2.733121161825176	0.8481271464893718	2.8218451284436945	0.5362830827848102	0.5193068564471344	0.3867701282448358	0.5263426216121289	2.1377380069532728	2.6036681022043164	2.820282327828681	2.60561362115656	2.0414664141292063	2.0887193036229763
S191030.5.2	2.2682079293947632	1.5306201104699648	1.8887913746453497	0.42967325177280113	0.8398683807288413	1.2195476921419512	1.5489180940108915	0.8520005251124458	0.9202777090949187	1.5241443434088504	2.612687642160423	1.3759719083774269	0.4356249794688729	0.4433095506109544	1.2350424107939317	0.6122164531981907	1.4526680508934575	1.6669481795859338	0.28125818393331625	1.0187470507897847	1.235694490788338	2.5343404347216243	1.1023181011591694	1.5278721931066117	0.24541806325189527	1.6120206926350125	0.0	0.8887502352467334	2.114585656548986	2.434832222227849	0.09033325931298755	0.2951810957289697	2.5370358930459815	1.2740639678169448	0.7896414926087783	1.6210224632868349	1.4382134426785267	2.1009787919224814	1.6496148219500921	1.101124730264662	2.1793717951936165	2.5685858470299388	2.92643199334477	2.5102176361364377	1.8015157889139424	2.2356530089422675
S191030.5.3	2.123359508208003	1.464381783056696	1.655627623218874	0.5379786298723201	0.08715008635420428	0.6271061220658593	0.8565518182760526	0.8011882938490192	1.3294541245464269	0.7121009929451491	2.2955787190497583	2.244284379456955	1.0262614444925866	0.7459165797923669	0.5445413776074423	0.32996767292924345	2.316630413562821	0.7815548959104596	0.6719065184359657	1.8970000676290104	0.44582368286485535	2.230224345556356	0.3200535706978424	0.6751684808958467	0.6473281777703234	2.3288850836046313	0.8887502352467334	0.0	2.920413704399495	3.234824430267595	0.951323175368724	0.6315824102098038	2.21301789271683	0.4782399374115137	1.604101948166594	0.7896150053145662	2.0225809686653062	2.8220591125250793	2.2535105726654425	1.8150079616325059	2.03049472959464	2.2935052944683	2.679376486769339	2.2110429195649117	1.591794249942946	2.1354234868854083
S191126.3.0	2.8594979417210853	2.4251657823078294	2.8149055747370597	2.5246229624990644	2.8954652347660566	3.2974541773879578	3.625128440023155	2.892388039950152	2.5835660247911814	3.595613730024244	3.3886195076433867	0.8621399612185255	2.2924178715364607	2.4842911380945973	3.3045379968025625	2.668234030107174	0.7975379300214459	3.659140582853984	2.2586913954928556	1.2648826927706176	3.312799273879649	3.31486251919413	3.1553389619686634	3.5773429217413555	2.3370019061864045	0.7111617517284361	2.114585656548986	2.920413704399495	0.0	0.3246360214709352	2.0326142249989454	2.400738810846068	3.3533555869831497	3.307600567820211	1.333451259955742	3.480891435751984	1.2273955866428348	0.4674589041266256	1.0494195190964684	1.1492710462403963	2.818255653711604	3.2790051607949597	3.47784009183724	3.2911573155440617	2.7431787287285534	2.7518127529307406
S191126.3.1	3.050374950357221	2.6743514838132048	3.0480126290019287	2.8462970778948335	3.2118776015784194	3.6204970413093545	3.9476361754286877	3.215546527046472	2.90079429871624	3.914249124437941	3.5836385703365714	1.1719958626401548	2.615392087846591	2.8080880765632488	3.6259817275224795	2.9876988105518167	1.105525367330992	3.9666978387786305	2.576347531605575	1.5808235799322108	3.6316788928990658	3.5117681418217073	3.4738117357116343	3.8934952942891794	2.65686910691745	0.9701908700513333	2.434832222227849	3.234824430267595	0.3246360214709352	0.0	2.3533406618905204	2.7217678789285045	3.5532856332037106	3.6256254324372796	1.6504713018977641	3.7784227933812704	1.4604592994855197	0.5915043727189607	1.2568020388961985	1.4448192302717244	3.0172791045834018	3.4701147035778024	3.64004805734979	3.488492395518382	2.977811919604571	2.9414759258538576
S191126.3.2	2.2388566813924595	1.496896667416128	1.8675545086459608	0.4993708584733856	0.9054978279400072	1.2889111431372988	1.6183344400493767	0.926232293567034	0.9551189359816921	1.593157861654209	2.5962262562367964	1.3009444837656061	0.4710173470959917	0.5061380697257696	1.3017013756238518	0.6718273497862148	1.3761488712815124	1.7303704025582969	0.30833344821877523	0.9494245971757967	1.3052510248910427	2.5179377751934204	1.1658780221805065	1.5939258881421663	0.3128588146053534	1.5297693646164554	0.09033325931298755	0.951323175368724	2.0326142249989454	2.3533406618905204	0.0	0.3694141604626441	2.5225157647920904	1.3345162966837927	0.7098872356092241	1.6703049254116462	1.368728158421804	2.0157603289161123	1.5731671250524477	1.0222833843133123	2.1503064632747795	2.54788360954898	2.904416366429392	2.4938508804044917	1.7821358665479232	2.1997856186626144
S191126.3.3	2.296369970391694	1.554253900531298	1.8748167670312674	0.13710339768572752	0.570330533322289	0.9262811279153083	1.2542486406397624	0.6184943131359586	0.8663314820566524	1.232927375596137	2.589329987801963	1.6596367460092165	0.4402813025959277	0.25232522309125127	0.9410415205896134	0.3396695678655266	1.734515364859902	1.4075419709604777	0.2562752766985008	1.2894365503003276	0.9452780090809875	2.5152526415083245	0.8164189944481918	1.2430452340246554	0.09435989037510358	1.8846749806129335	0.2951810957289697	0.6315824102098038	2.400738810846068	2.7217678789285045	0.3694141604626441	0.0	2.5114392446072817	0.9893413885643411	1.0776889004663945	1.401557540038292	1.6816297933537583	2.3724313773121835	1.8978512404229806	1.3711017877166194	2.2035861877597847	2.557707497894242	2.932684951200127	2.4928330772982616	1.79746205787809	2.273361979679875
