# Constructed from biom file
#OTU ID	S191127.3.0.c	S191127.3.1.c	S191127.3.2.c	S191127.4.0.c	S191127.4.1.c	S191127.4.2.c	S191127.5.0.c	S191127.5.1.c	S191127.5.2.c	S191127.5.3.c	taxonomy
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae	548.0	560.0	1042.0	638.0	102.0	0.0	0.0	565.0	576.0	552.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	2564.0	761.0	1114.0	2838.0	2294.0	3295.0	1717.0	2020.0	1275.0	1386.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	959.0	600.0	1089.0	718.0	0.0	423.0	742.0	568.0	839.0	752.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1	0.0	0.0	0.0	0.0	0.0	0.0	299.0	267.0	0.0	428.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_vadinBB60_group	0.0	445.0	0.0	415.0	0.0	0.0	569.0	415.0	0.0	369.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	396.0	1115.0	0.0	0.0	0.0	0.0	916.0	358.0	803.0	399.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	210.0	354.0	0.0	0.0	0.0	0.0	395.0	482.0	441.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae	2051.0	1741.0	1970.0	1386.0	665.0	828.0	1180.0	1782.0	1455.0	1139.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae	875.0	338.0	795.0	514.0	505.0	223.0	463.0	580.0	515.0	406.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae	746.0	781.0	792.0	717.0	439.0	749.0	867.0	1034.0	776.0	1026.0
