	observed_otus
SK39	86
SK40	115
SK41	46
SK42	49
SK43	57
SK44	98
SK45	60
SK46	68
SK47	43
SK48	57
SK49	53
SK50	43
SK51	40
SK52	42
SK53	26
SK54	53
SK55	41
