	pielou_e
S190905.5.1	0.8875602987901505
S190905.5.2	0.8922396793911805
S190905.5.3	0.8933555799579327
S191002.3.1	0.8756808206105454
S191002.3.2	0.8886688587877309
S191002.3.3	0.8947217257258928
S191003.4.0	0.8895660745844844
S191002.4.1	0.8770975012852542
S191002.4.2	0.8726407217910913
S191002.4.3	0.8755558174467236
S190905.3.0	0.8621171631639303
S191003.5.0	0.9038051425520476
S191003.5.1	0.8972821706113374
S191003.5.2	0.9246346123311373
S191002.5.3	0.8873403024721569
S191030.3.0	0.8967104918220589
S191030.3.1	0.8660974280379449
S191030.3.2	0.8997424765763392
S191030.3.3	0.8994398921372421
S191030.4.0	0.8706913178979968
S191030.4.1	0.8983403857662626
S190905.3.1	0.8756337882144627
S191030.4.2	0.9119318808515866
S191030.4.3	0.8978322203384903
S191030.5.0	0.8943244633028175
S191030.5.1	0.8959746247636023
S191030.5.2	0.8769015277075968
S191030.5.3	0.8980429644719381
S191126.3.0	0.8892373711618927
S191126.3.1	0.8646610222986595
S191126.3.2	0.8888873227255746
S191126.3.3	0.9054481844280515
S190905.3.2	0.868496461471615
S191126.4.0	0.9024726097276895
S191126.4.1	0.8933017897271387
S191126.4.2	0.8891883297784341
S191126.5.0	0.8693269516929467
S191126.5.1	0.8772371340534035
S191126.5.2	0.8827334375642991
S191126.5.3	0.8689683524505677
S191127.3.0.c	0.896269898782659
S191127.3.1.c	0.8703804392446481
S191127.3.2.c	0.8650940292112671
S190905.3.3	0.8808671106955666
S191127.3.3.c	0.8531717528629716
S191127.4.0.c	0.9177341723679628
S191127.4.1.c	0.8910968418607584
S191127.4.2.c	0.8960540728656687
S191127.5.0.c	0.8613463303153713
S191127.5.1.c	0.8787995791276909
S191127.5.2.c	0.8754004279562265
S191127.5.3.c	0.8872760784955009
S190905.4.0	0.8711150486793867
S190905.4.1	0.8668173931079461
S190905.4.2	0.8731566922275591
S190905.4.3	0.8764243553870629
S190905.5.0	0.8897151507120366
