	chao1
SK01	53.0
SK02	30.0
SK04	26.0
SK05	36.0
SK06	35.0
SK07	37.0
SK08	49.0
SK09	38.0
SK10	44.0
SK11	63.0
SK12	65.0
SK13	53.0
SK14	44.0
SK15	59.0
SK16	24.0
SK17	22.0
